episode,seed,epsilon,episode_return,episode_steps,invalid_actions,finalized_generations,final_generation_gain,final_variance_retention,q_table_states,model_size,agent_kind,model_available_steps,uncertainty_available_steps,pev_available_steps,action_random_count,action_diversity_count,action_highest_pev_count,action_highest_gebv_count,action_stop_count
17,30017,0.962,3.816252718136267,24,0,8,0.31188773505011813,0.03208430274955572,,30,linear_q,8,8,8,9,8,3,1,3
18,30018,0.959625,3.2519383269380917,24,0,8,0.33862629441455816,0.1161710172852623,,30,linear_q,8,8,8,8,11,2,2,1
19,30019,0.95725,2.357667670390692,24,0,8,0.13795901296013224,0.06745756561289096,,30,linear_q,8,8,8,13,5,2,4,0
20,30020,0.954875,4.3246362935823,24,0,8,0.15726079563359097,0.04954166088206882,,30,linear_q,8,8,8,15,6,1,0,2
21,30021,0.9525,3.880869527002568,24,0,8,0.2777389737748308,0.12548769185641703,,30,linear_q,8,8,8,7,12,3,1,1
22,30022,0.950125,3.182236066186744,24,0,8,0.19222061337498042,0.1521402643672788,,30,linear_q,8,8,8,8,10,1,1,4
23,30023,0.94775,4.000196141327842,24,0,8,-0.1697537952398389,0.13672199606583021,,30,linear_q,8,8,8,11,7,2,3,1
24,30024,0.945375,2.9804779036548257,24,0,8,0.11968562031106389,0.03798025778884207,,30,linear_q,8,8,8,12,7,1,2,2
25,30025,0.9430000000000001,4.461986426851839,24,0,8,0.13093996421025178,0.09094444207313848,,30,linear_q,8,8,8,7,12,2,2,1
26,30026,0.940625,3.28590749563818,24,0,8,0.23630178109963929,0.12698546514857628,,30,linear_q,8,8,8,13,8,2,0,1
27,30027,0.93825,3.13989687170734,24,0,8,0.17846647686593986,0.057876823815307274,,30,linear_q,8,8,8,7,10,2,1,4
28,30028,0.935875,3.3611171594399423,24,0,8,-0.05311750994033648,0.09669242071886998,,30,linear_q,8,8,8,8,14,1,0,1
29,30029,0.9335,4.295406515343443,24,0,8,0.15775409084008318,0.022265315073914486,,30,linear_q,8,8,8,8,12,2,1,1
30,30030,0.931125,3.98965258491857,24,0,8,0.1384561299383935,0.1106943441211012,,30,linear_q,8,8,8,11,8,1,3,1
31,30031,0.92875,2.5146103415501493,24,0,8,0.005847408465351478,0.034245756055647364,,30,linear_q,8,8,8,11,11,1,1,0
32,30032,0.926375,3.3200168384210897,24,0,8,0.15953630829630638,0.02149416858766972,,30,linear_q,8,8,8,10,11,2,1,0
33,30033,0.924,3.1750772994335867,24,0,8,-0.20782397720060075,0.06261484925336656,,30,linear_q,8,8,8,12,7,2,1,2
34,30034,0.921625,3.5066675071187956,24,0,8,0.09708725038312194,0.1328258420973059,,30,linear_q,8,8,8,12,7,2,2,1
35,30035,0.91925,3.3329250392501693,24,0,8,0.2512541431611499,0.13141451576509938,,30,linear_q,8,8,8,7,13,2,2,0
36,30036,0.916875,4.196120353248705,24,0,8,0.32779461118683706,0.09748823220190715,,30,linear_q,8,8,8,10,8,4,1,1
37,30037,0.9145,4.100182368834297,24,0,8,0.19502257081777596,0.24385573599859392,,30,linear_q,8,8,8,8,13,1,1,1
38,30038,0.912125,3.5958063959492845,24,0,8,0.16104296397778706,0.06830605081628399,,30,linear_q,8,8,8,3,15,1,0,5
39,30039,0.9097500000000001,3.3001064171008196,24,0,8,0.449789005129984,0.025334115940195114,,30,linear_q,8,8,8,10,9,2,2,1
40,30040,0.907375,2.508816523804852,24,0,8,-0.028561413024985605,0.006230741979185562,,30,linear_q,8,8,8,10,9,1,2,2
41,30041,0.905,4.239126508407327,24,0,8,0.4694450276231552,0.025958011083123143,,30,linear_q,8,8,8,12,5,4,2,1
42,30042,0.902625,2.9952677024480168,24,0,8,0.06735670658414028,0.07128308561053916,,30,linear_q,8,8,8,9,10,2,1,2
43,30043,0.90025,3.9290177310564927,24,0,8,0.18140694947800418,0.007411017020136652,,30,linear_q,8,8,8,8,12,0,2,2
44,30044,0.897875,4.592637394276584,24,0,8,0.11820649861266119,0.06885465302399033,,30,linear_q,8,8,8,10,7,3,2,2
45,30045,0.8955,2.9310684857976317,24,0,8,0.11172928615912392,0.07472105216742933,,30,linear_q,8,8,8,4,14,3,2,1
46,30046,0.893125,3.920761576250832,24,0,8,0.31557079036285707,0.0021071956944136465,,30,linear_q,8,8,8,9,13,0,2,0
47,30047,0.89075,4.421122136065647,24,0,8,0.03144226946427375,0.009773815772980789,,30,linear_q,8,8,8,9,13,1,1,0
48,30048,0.888375,4.414637100713058,24,0,8,0.094757232724894,0.06648900249812231,,30,linear_q,8,8,8,9,11,1,2,1
49,30049,0.886,2.9288091403251664,24,0,8,0.08148019871875212,0.03226674387824654,,30,linear_q,8,8,8,7,11,1,1,4
50,30050,0.883625,3.6084094322337954,24,0,8,-0.004565219893777339,0.13426779846274703,,30,linear_q,8,8,8,11,7,3,0,3
51,30051,0.88125,3.150693939944509,24,0,8,0.35929146875002216,0.019965338295713127,,30,linear_q,8,8,8,4,15,3,0,2
52,30052,0.878875,3.4438113171747546,24,0,8,-0.04492596889694944,0.05683430892037815,,30,linear_q,8,8,8,8,11,2,1,2
53,30053,0.8765000000000001,3.2542854023492813,24,0,8,-0.10940653671417389,0.011043017464775736,,30,linear_q,8,8,8,9,9,4,1,1
54,30054,0.874125,2.1771856604146484,24,0,8,-0.06722431399218864,0.002841003361028541,,30,linear_q,8,8,8,13,4,6,0,1
55,30055,0.87175,4.408708308939811,24,0,8,0.009135343853395206,0.13084866657649188,,30,linear_q,8,8,8,8,11,3,2,0
56,30056,0.869375,4.0436574540035215,24,0,8,0.3175730178756093,0.04102119088688599,,30,linear_q,8,8,8,8,11,3,1,1
57,30057,0.867,3.847128476331362,24,0,8,0.1419160961659527,0.033086570685934645,,30,linear_q,8,8,8,8,14,0,2,0
58,30058,0.864625,3.3653221759233043,24,0,8,0.043010593830131505,0.13382653257505336,,30,linear_q,8,8,8,7,9,4,2,2
59,30059,0.86225,4.388866000936639,24,0,8,0.31168759898640186,0.15062552321082412,,30,linear_q,8,8,8,9,9,4,0,2
60,30060,0.859875,4.867114164094715,24,0,8,0.4020445565802504,0.04299393151088473,,30,linear_q,8,8,8,7,13,2,2,0
61,30061,0.8575,3.3721473281684027,24,0,8,0.13619640303296698,0.013268854286173507,,30,linear_q,8,8,8,9,11,3,1,0
62,30062,0.855125,3.223084878802192,24,0,8,0.01779568800262865,0.010381416214970218,,30,linear_q,8,8,8,12,8,0,3,1
63,30063,0.85275,3.4453932597891246,24,0,8,0.4559183258885451,0.08486075963944034,,30,linear_q,8,8,8,14,7,1,2,0
64,30064,0.850375,3.254056401739836,24,0,8,0.018404257048822537,0.06270388487768136,,30,linear_q,8,8,8,11,6,2,3,2
65,30065,0.848,3.5687175860160454,24,0,8,0.16964259701938245,0.06469611142385309,,30,linear_q,8,8,8,8,10,2,3,1
66,30066,0.8456250000000001,3.886526274534364,24,0,8,0.2282806116418552,0.17538745974247993,,30,linear_q,8,8,8,6,14,3,1,0
67,30067,0.84325,4.503255683043433,24,0,8,0.18052948841214,0.030987598389204087,,30,linear_q,8,8,8,6,14,2,0,2
68,30068,0.840875,2.618379115130633,24,0,8,0.025642366129415173,0.04676815420126017,,30,linear_q,8,8,8,8,12,2,2,0
69,30069,0.8385,4.249799513349151,24,0,8,0.27410483433308785,0.06875392527365305,,30,linear_q,8,8,8,14,5,2,1,2
70,30070,0.836125,3.50399826767383,24,0,8,0.477899422655085,0.09307307020309258,,30,linear_q,8,8,8,6,12,0,1,5
71,30071,0.83375,3.0995716867789334,24,0,8,0.1895323438045069,0.055701415144898826,,30,linear_q,8,8,8,9,8,2,0,5
72,30072,0.831375,5.748980933887518,24,0,8,1.267828920690195,0.0717674993428652,,30,linear_q,8,8,8,12,5,4,1,2
73,30073,0.829,2.8742534861470213,24,0,8,0.21451102985413573,0.05399323444138852,,30,linear_q,8,8,8,12,5,3,1,3
74,30074,0.8266249999999999,2.219736772025126,24,0,8,0.02399483733907193,0.01050948540932907,,30,linear_q,8,8,8,10,10,2,1,1
75,30075,0.82425,2.3943934274313725,24,0,8,-0.0890446737156112,0.016480494951973398,,30,linear_q,8,8,8,12,8,1,2,1
76,30076,0.821875,4.2078579663575075,24,0,8,-0.070500674271889,0.17431967848927798,,30,linear_q,8,8,8,6,15,1,1,1
77,30077,0.8195,4.583379416184132,24,0,8,0.392055521970601,0.16114085124623695,,30,linear_q,8,8,8,9,12,1,0,2
78,30078,0.817125,3.8944092125138403,24,0,8,0.11878705022642988,0.07916599156291261,,30,linear_q,8,8,8,9,8,3,1,3
79,30079,0.81475,2.3246596753995576,24,0,8,0.0029060535524465525,0.03521625721145316,,30,linear_q,8,8,8,10,10,1,2,1
80,30080,0.8123750000000001,4.047397446211943,24,0,8,-0.011309070011258804,0.12973706647600236,,30,linear_q,8,8,8,10,12,1,1,0
81,30081,0.81,4.1108122114729815,24,0,8,-0.009373335253832327,0.021379302797048163,,30,linear_q,8,8,8,8,13,3,0,0
82,30082,0.807625,2.3179723494313755,24,0,8,0.04204809687396782,0.1082123559550222,,30,linear_q,8,8,8,10,11,2,0,1
83,30083,0.80525,4.008453842750829,24,0,8,-0.021943721835042673,0.057549607330834564,,30,linear_q,8,8,8,5,13,1,1,4
84,30084,0.802875,3.3832904877289245,24,0,8,0.06608241306865992,0.03423031057126407,,30,linear_q,8,8,8,9,9,2,2,2
85,30085,0.8005,4.2639658691410105,24,0,8,0.6427587650517292,0.1088447830779501,,30,linear_q,8,8,8,6,11,2,3,2
86,30086,0.798125,3.7272192836587426,24,0,8,0.06643055104038886,8.424711383724703e-31,,30,linear_q,8,8,8,13,7,2,1,1
87,30087,0.79575,3.179107764615193,24,0,8,0.3774802307561176,0.07470684523751578,,30,linear_q,8,8,8,11,7,5,0,1
88,30088,0.7933749999999999,3.3242176139196378,24,0,8,0.4273006157893362,0.03255889371782155,,30,linear_q,8,8,8,10,7,3,2,2
89,30089,0.791,3.980921967396701,24,0,8,0.21449241663276375,0.19236156157265805,,30,linear_q,8,8,8,12,7,4,0,1
90,30090,0.788625,3.6810864218772403,24,0,8,0.32314849896049225,0.03380234728198146,,30,linear_q,8,8,8,10,9,1,2,2
91,30091,0.78625,3.025243984547921,24,0,8,-0.11865817116483024,0.06903436238245579,,30,linear_q,8,8,8,12,9,0,1,2
92,30092,0.783875,5.44185588814047,24,0,8,0.6518718914713664,0.35956702815657143,,30,linear_q,8,8,8,6,11,2,0,5
93,30093,0.7815,3.214017376415986,24,0,8,0.3504479760139523,0.08567869165254349,,30,linear_q,8,8,8,9,9,2,3,1
94,30094,0.7791250000000001,4.2815403827314045,24,0,8,-0.11618375651479562,0.15088268786118855,,30,linear_q,8,8,8,5,13,2,1,3
95,30095,0.77675,2.31103494803481,24,0,8,-0.007482013215248884,0.016132749631371623,,30,linear_q,8,8,8,12,7,4,0,1
96,30096,0.774375,4.777229756809778,24,0,8,0.529740288595395,0.1132476233252546,,30,linear_q,8,8,8,7,12,2,2,1
97,30097,0.772,2.8638794755226264,24,0,8,0.23762456479956473,0.04549528564441264,,30,linear_q,8,8,8,10,9,3,0,2
98,30098,0.769625,2.4138392134067805,24,0,8,0.015772810619811395,1.945894627158647e-31,,30,linear_q,8,8,8,15,5,2,0,2
99,30099,0.76725,3.653280774830759,24,0,8,0.2895583399517778,0.05739875906006628,,30,linear_q,8,8,8,9,9,1,2,3
100,30100,0.764875,4.871018731819721,24,0,8,0.011281630621987837,0.03570083844475609,,30,linear_q,8,8,8,11,10,0,3,0
101,30101,0.7625,3.7945905580866635,24,0,8,0.12361505852674037,0.19556610515895304,,30,linear_q,8,8,8,7,11,2,0,4
102,30102,0.760125,5.096084079863768,24,0,8,0.01646762376421851,0.04110353889876066,,30,linear_q,8,8,8,7,12,4,1,0
103,30103,0.75775,2.399304779931777,24,0,8,0.27347227713675104,0.06459059357382221,,30,linear_q,8,8,8,7,13,4,0,0
104,30104,0.755375,3.03400882318765,24,0,8,-0.010917508867237302,0.06499410417145807,,30,linear_q,8,8,8,12,6,2,1,3
105,30105,0.753,3.3880498558773535,24,0,8,0.05749390756137451,0.012209748866649732,,30,linear_q,8,8,8,13,6,1,1,3
106,30106,0.750625,2.39288679389167,24,0,8,0.00727992264321653,0.026786298716755273,,30,linear_q,8,8,8,8,9,3,1,3
107,30107,0.7482500000000001,3.084934007376833,24,0,8,0.3946648116376186,0.014618121565168061,,30,linear_q,8,8,8,9,8,3,3,1
108,30108,0.7458750000000001,2.9156835808168666,24,0,8,0.07451040679150323,0.08228730616270968,,30,linear_q,8,8,8,13,5,3,2,1
109,30109,0.7435,1.8785573706732686,24,0,8,0.04975115790033202,0.00038886171601860417,,30,linear_q,8,8,8,9,11,3,1,0
110,30110,0.741125,1.8539660618279294,24,0,8,-0.017667426669982333,0.02593982523413871,,30,linear_q,8,8,8,6,12,1,5,0
111,30111,0.73875,4.186551289770217,24,0,8,0.07584002693111014,0.07435576713264487,,30,linear_q,8,8,8,11,8,3,0,2
112,30112,0.736375,2.3093180359346017,24,0,8,-0.012985723483023293,0.016896618667285864,,30,linear_q,8,8,8,12,7,4,1,0
113,30113,0.734,2.2501018932300596,24,0,8,0.26198345502223885,0.0046660145281640225,,30,linear_q,8,8,8,8,11,0,4,1
114,30114,0.731625,4.551509850089732,24,0,8,-0.026000289203794935,0.040358860164013646,,30,linear_q,8,8,8,7,9,2,2,4
115,30115,0.72925,4.8299238318287605,24,0,8,0.11613019582825501,0.11209997501599364,,30,linear_q,8,8,8,6,13,3,0,2
116,30116,0.726875,1.95976506182742,24,0,8,0.0,8.23836345479022e-31,,30,linear_q,8,8,8,13,5,3,0,3
117,30117,0.7245,3.9005064295380456,24,0,8,0.4097304313600989,0.06033384528314998,,30,linear_q,8,8,8,10,10,4,0,0
118,30118,0.722125,2.454853391020912,24,0,8,-0.1278818845175187,0.044802260725295084,,30,linear_q,8,8,8,8,10,3,0,3
119,30119,0.71975,3.7852946408826353,24,0,8,0.16315061449565826,0.11387785074751308,,30,linear_q,8,8,8,10,9,4,1,0
120,30120,0.7173750000000001,2.453760035748245,24,0,8,0.01837300251636753,0.02492453383414583,,30,linear_q,8,8,8,13,6,0,2,3
121,30121,0.7150000000000001,3.0439788008788566,24,0,8,0.18953690996079375,0.09195833363297934,,30,linear_q,8,8,8,13,6,1,2,2
122,30122,0.7126250000000001,3.9361684749120154,24,0,8,0.2693964618201363,0.09850276826129414,,30,linear_q,8,8,8,10,6,5,2,1
123,30123,0.71025,3.6754437258077,24,0,8,-0.0087581052365171,0.08497654275975307,,30,linear_q,8,8,8,7,13,2,2,0
124,30124,0.707875,2.951368861900368,24,0,8,-0.059604358293100734,0.03414572709880732,,30,linear_q,8,8,8,7,9,7,0,1
125,30125,0.7055,3.921405650055363,24,0,8,0.04079674230956298,0.07984468260726614,,30,linear_q,8,8,8,9,11,2,2,0
126,30126,0.703125,3.1366553099986656,24,0,8,-0.017452880768320966,0.02609422244396972,,30,linear_q,8,8,8,9,10,2,1,2
127,30127,0.70075,4.610490152394732,24,0,8,0.2626822474689394,0.17886995797751304,,30,linear_q,8,8,8,8,12,2,2,0
128,30128,0.698375,4.061614925531559,24,0,8,0.020886791633950352,0.003123207087688606,,30,linear_q,8,8,8,5,11,3,4,1
129,30129,0.696,5.037446793563553,24,0,8,0.24759293381527225,0.20759501422039384,,30,linear_q,8,8,8,4,17,1,0,2
130,30130,0.6936249999999999,3.580070960686723,24,0,8,0.1065612092038224,0.027109885173798764,,30,linear_q,8,8,8,4,13,4,3,0
131,30131,0.69125,4.194971786570601,24,0,8,0.5152212844026756,0.1841874094399055,,30,linear_q,8,8,8,6,13,3,0,2
132,30132,0.688875,5.753168234714959,24,0,8,0.4293948229213713,0.16772104087508916,,30,linear_q,8,8,8,6,15,1,1,1
133,30133,0.6865,3.309338797098596,24,0,8,0.16177039339759158,0.04078835581897697,,30,linear_q,8,8,8,6,11,3,3,1
134,30134,0.684125,3.4654744742394796,24,0,8,0.18927638719133721,0.10726967075549657,,30,linear_q,8,8,8,8,9,1,3,3
135,30135,0.6817500000000001,3.0007091929862066,24,0,8,0.419668286440654,0.016261523065961188,,30,linear_q,8,8,8,10,10,1,1,2
136,30136,0.6793750000000001,3.435474097255532,24,0,8,-0.1754605918834864,0.10047847491253328,,30,linear_q,8,8,8,8,11,3,2,0
137,30137,0.677,3.8377056960314877,24,0,8,-0.013630537628562145,0.07392233128036882,,30,linear_q,8,8,8,5,14,2,0,3
138,30138,0.674625,3.2246678809637035,24,0,8,0.39023472325968944,0.09863480981554633,,30,linear_q,8,8,8,6,14,3,0,1
139,30139,0.67225,3.754091431284305,24,0,8,-0.054617310739280445,0.20654839005189013,,30,linear_q,8,8,8,13,9,1,0,1
140,30140,0.669875,2.5772066695368427,24,0,8,0.2980536679513244,0.09073661889018371,,30,linear_q,8,8,8,13,6,2,0,3
141,30141,0.6675,4.124099510230318,24,0,8,0.014691571912945012,0.014809851513789695,,30,linear_q,8,8,8,12,5,3,0,4
142,30142,0.665125,4.539838594961114,24,0,8,0.11941478258827276,0.06241783317486077,,30,linear_q,8,8,8,11,9,1,3,0
143,30143,0.66275,3.262000303334786,24,0,8,0.04490427953581477,0.0070097160126608915,,30,linear_q,8,8,8,15,3,0,2,4
144,30144,0.660375,2.3200076116237693,24,0,8,-0.02257665590224489,0.007199872772477319,,30,linear_q,8,8,8,12,7,5,0,0
145,30145,0.658,4.003385306333133,24,0,8,0.27004252952586594,0.02042541029617029,,30,linear_q,8,8,8,4,15,3,1,1
146,30146,0.655625,3.2887715428773823,24,0,8,-0.006825068598259154,0.08516000203037694,,30,linear_q,8,8,8,9,8,5,1,1
147,30147,0.65325,2.9569291600936554,24,0,8,0.3059926237009498,0.07464097071787443,,30,linear_q,8,8,8,9,10,4,0,1
148,30148,0.6508750000000001,4.147960231424687,24,0,8,0.04095798699813624,0.059722553362207026,,30,linear_q,8,8,8,9,9,6,0,0
149,30149,0.6485000000000001,2.0717047526021104,24,0,8,-0.016101338435845713,0.0581703452666482,,30,linear_q,8,8,8,10,9,2,2,1
150,30150,0.6461250000000001,4.200628778270469,24,0,8,0.3482960044644434,0.10006075183407177,,30,linear_q,8,8,8,8,9,5,2,0
151,30151,0.64375,4.055069997349004,24,0,8,-0.2948291175641753,0.20264239872986356,,30,linear_q,8,8,8,13,6,3,0,2
152,30152,0.641375,2.1793187274858172,24,0,8,-0.07126158607355126,0.004181700131804296,,30,linear_q,8,8,8,12,7,1,2,2
153,30153,0.639,3.2319479891771152,24,0,8,0.3540581049052163,0.04753031811306503,,30,linear_q,8,8,8,10,9,3,2,0
154,30154,0.636625,2.262911008975117,24,0,8,0.1461157588407751,0.01655059463129339,,30,linear_q,8,8,8,10,8,4,0,2
155,30155,0.63425,3.381069565536979,24,0,8,-0.13513751166116306,0.007557412824765884,,30,linear_q,8,8,8,7,11,3,0,3
156,30156,0.631875,4.079303518260131,24,0,8,0.3767883741769502,0.1891589491966426,,30,linear_q,8,8,8,3,15,4,1,1
157,30157,0.6295,3.8656505792784177,24,0,8,0.32342023147136834,0.10601764648462941,,30,linear_q,8,8,8,9,11,4,0,0
158,30158,0.6271249999999999,4.147259720490743,24,0,8,0.07774581771871869,0.15470564497099587,,30,linear_q,8,8,8,3,14,4,0,3
159,30159,0.62475,3.255275956614339,24,0,8,0.03282702661445969,0.07426617162484445,,30,linear_q,8,8,8,11,6,3,2,2
160,30160,0.622375,4.74028898496649,24,0,8,0.26007004241333176,0.09170025252429669,,30,linear_q,8,8,8,8,8,4,3,1
161,30161,0.62,3.379583246833039,24,0,8,0.289406069875185,0.06583483203527131,,30,linear_q,8,8,8,14,5,3,1,1
162,30162,0.617625,3.3080896500555883,24,0,8,0.029047973182626752,0.06036257782238408,,30,linear_q,8,8,8,4,15,4,1,0
163,30163,0.6152500000000001,3.3153878747870302,24,0,8,0.22740561977103457,0.054987080023650006,,30,linear_q,8,8,8,12,7,4,1,0
164,30164,0.6128750000000001,3.1778665384405755,24,0,8,-0.1332137737965695,0.05829897010395315,,30,linear_q,8,8,8,12,7,1,2,2
165,30165,0.6105,3.2375907722773984,24,0,8,0.07775797259637596,0.015883237783038573,,30,linear_q,8,8,8,4,14,2,2,2
166,30166,0.608125,3.927297308048001,24,0,8,0.366645485198974,0.0658646688810385,,30,linear_q,8,8,8,10,8,2,1,3
167,30167,0.60575,4.319757414397041,24,0,8,-0.026051659145202244,0.20872716643422315,,30,linear_q,8,8,8,3,13,6,1,1
168,30168,0.603375,6.391605456824168,24,0,8,0.6086445404455132,0.14982528373606874,,30,linear_q,8,8,8,10,9,1,1,3
169,30169,0.601,1.9338537642782057,24,0,8,0.1414803595430394,0.058656023676731624,,30,linear_q,8,8,8,12,6,3,1,2
170,30170,0.598625,3.4228432139163987,24,0,8,-0.0817519731315457,0.12954652423806576,,30,linear_q,8,8,8,8,8,5,1,2
171,30171,0.59625,3.5513891997039195,24,0,8,-0.0037427823503310975,0.04941312788112439,,30,linear_q,8,8,8,8,11,2,1,2
172,30172,0.593875,4.085542962751807,24,0,8,0.1267763380346465,0.04358491490339885,,30,linear_q,8,8,8,9,10,3,1,1
173,30173,0.5915,3.4748317963237447,24,0,8,0.37928214043874764,0.14739673936227426,,30,linear_q,8,8,8,7,12,2,1,2
174,30174,0.589125,3.822191478878656,24,0,8,0.022068499271514774,0.036158419879142305,,30,linear_q,8,8,8,5,11,4,1,3
175,30175,0.58675,2.024434352148969,24,0,8,-0.06890248877318861,0.0,,30,linear_q,8,8,8,8,8,4,2,2
176,30176,0.5843750000000001,2.1787396043176375,24,0,8,0.12324226020075058,0.005951023631027472,,30,linear_q,8,8,8,8,9,4,2,1
177,30177,0.5820000000000001,3.2297219876580767,24,0,8,0.16161593754501347,0.09003196338795998,,30,linear_q,8,8,8,14,3,5,2,0
178,30178,0.5796250000000001,2.730592751006029,24,0,8,-0.0703244399418006,0.020962312241194752,,30,linear_q,8,8,8,14,4,2,4,0
179,30179,0.57725,4.2526146503483755,24,0,8,0.4289033830894411,0.0790845411104015,,30,linear_q,8,8,8,12,10,1,1,0
180,30180,0.574875,4.43570485870916,24,0,8,-0.004562877915674335,0.005812209931408529,,30,linear_q,8,8,8,13,4,4,2,1
181,30181,0.5725,3.4104064464860104,24,0,8,-0.0077293284484216684,0.12858366368891166,,30,linear_q,8,8,8,6,16,2,0,0
182,30182,0.570125,5.049338200990983,24,0,8,0.17006633502241986,0.07350953791018151,,30,linear_q,8,8,8,6,11,6,1,0
183,30183,0.56775,3.348470293032336,24,0,8,0.32680098337246255,0.047397463125061226,,30,linear_q,8,8,8,6,13,5,0,0
184,30184,0.565375,3.423558428318684,24,0,8,-0.029603341946205397,0.06994165016902648,,30,linear_q,8,8,8,10,10,3,0,1
185,30185,0.563,3.523787183855604,24,0,8,0.8009266107707269,0.13634271105289425,,30,linear_q,8,8,8,10,9,3,0,2
186,30186,0.5606249999999999,3.4637221222627406,24,0,8,0.06518602060306966,0.06474794406589175,,30,linear_q,8,8,8,10,8,4,0,2
187,30187,0.55825,2.596310418112742,24,0,8,-0.11870540394409312,0.009976169708215346,,30,linear_q,8,8,8,9,8,4,2,1
188,30188,0.555875,4.251770608285725,24,0,8,-0.015273868302186244,0.06713607189135204,,30,linear_q,8,8,8,10,9,1,2,2
189,30189,0.5535000000000001,5.153511412560123,24,0,8,0.287946198728692,0.1583579374065982,,30,linear_q,8,8,8,10,7,5,1,1
190,30190,0.5511250000000001,2.8466061237908926,24,0,8,0.017428405966754656,0.07547295225122601,,30,linear_q,8,8,8,8,14,1,0,1
191,30191,0.5487500000000001,2.8237537270751365,24,0,8,0.027063128116021407,0.020623525792082525,,30,linear_q,8,8,8,11,7,3,3,0
192,30192,0.546375,2.7344934610951794,24,0,8,0.026444730457912513,0.004478506188862312,,30,linear_q,8,8,8,13,6,2,1,2
193,30193,0.544,2.9380575425219435,24,0,8,0.44427480219154303,0.10630822520343657,,30,linear_q,8,8,8,10,8,5,0,1
194,30194,0.541625,3.0822882611975864,24,0,8,0.1434642100764396,0.04851926923805024,,30,linear_q,8,8,8,11,7,3,0,3
195,30195,0.53925,3.866422465044752,24,0,8,-0.07755532863817027,0.025217519694160515,,30,linear_q,8,8,8,14,4,2,3,1
196,30196,0.536875,2.853512638449131,24,0,8,-0.08035143765815045,0.02925463897271724,,30,linear_q,8,8,8,7,11,5,0,1
197,30197,0.5345,2.6135204914158985,24,0,8,0.07737919953147498,0.025863982340372873,,30,linear_q,8,8,8,7,12,0,4,1
198,30198,0.532125,4.957357464317098,24,0,8,0.2127469654007088,0.1532254172788951,,30,linear_q,8,8,8,7,11,5,0,1
199,30199,0.5297499999999999,3.9495150573602853,24,0,8,0.6818764380269084,0.12720881054021357,,30,linear_q,8,8,8,5,14,2,0,3
200,30200,0.527375,1.946373041879888,24,0,8,0.24325576625965528,0.009432763819239026,,30,linear_q,8,8,8,10,11,1,1,1
201,30201,0.525,1.802345295299148,24,0,8,-0.05149787550929874,0.026697472580513693,,30,linear_q,8,8,8,7,10,2,3,2
202,30202,0.5226250000000001,3.1297100172697783,24,0,8,0.15740744988064614,0.06929909372879617,,30,linear_q,8,8,8,6,11,3,3,1
203,30203,0.5202500000000001,5.279908546579906,24,0,8,0.3856760084334434,0.2270437285290079,,30,linear_q,8,8,8,7,11,3,3,0
204,30204,0.5178750000000001,5.203572019214944,24,0,8,0.23476622125428204,0.1752904814198726,,30,linear_q,8,8,8,8,11,3,2,0
