episode,seed,epsilon,episode_return,episode_steps,invalid_actions,finalized_generations,final_generation_gain,final_variance_retention,q_table_states,model_size,agent_kind
287,12631,0.050000000000000044,9.641458562304537,109,0,20,0.0,3.3494395903779665e-30,,100,linear_q
288,12632,0.050000000000000044,4.502958326812326,100,0,20,0.0,0.0,,100,linear_q
289,12633,0.050000000000000044,5.340629681289293,113,0,20,0.0,8.373598975944916e-31,,100,linear_q
290,12634,0.050000000000000044,6.591392758279808,109,0,20,0.0,3.3494395903779665e-30,,100,linear_q
291,12635,0.050000000000000044,5.088380101664917,109,0,20,0.0,2.093399743986229e-31,,100,linear_q
292,12636,0.050000000000000044,7.897592013890271,114,0,20,0.0,3.3494395903779665e-30,,100,linear_q
293,12637,0.050000000000000044,7.132236224544116,106,0,20,0.0,0.0,,100,linear_q
294,12638,0.050000000000000044,7.065746690745328,106,0,20,0.0,2.093399743986229e-31,,100,linear_q
295,12639,0.050000000000000044,3.7000459664856638,115,0,20,0.0,8.373598975944916e-31,,100,linear_q
296,12640,0.050000000000000044,5.852062943077152,121,0,20,0.0,1.8840597695876063e-30,,100,linear_q
297,12641,0.050000000000000044,7.404838600427011,106,0,20,0.0,8.373598975944916e-31,,100,linear_q
298,12642,0.050000000000000044,5.745092161998214,114,0,20,0.0,0.0,,100,linear_q
299,12643,0.050000000000000044,3.134549060689157,97,0,20,0.0,0.0,,100,linear_q
300,12644,0.050000000000000044,7.308544681778522,123,0,20,0.0,8.373598975944916e-31,,100,linear_q
301,12645,0.050000000000000044,7.6189885338365135,113,0,20,0.0,8.373598975944916e-31,,100,linear_q
302,12646,0.050000000000000044,6.1877839501411245,115,0,20,0.0,8.373598975944916e-31,,100,linear_q
303,12647,0.050000000000000044,5.588333761698802,117,0,20,0.0,3.3494395903779665e-30,,100,linear_q
304,12648,0.050000000000000044,5.999036304003781,117,0,20,0.0,1.8840597695876063e-30,,100,linear_q
305,12649,0.050000000000000044,4.883596699437453,119,0,20,0.0,0.0,,100,linear_q
306,12650,0.050000000000000044,6.775862606776782,122,0,20,0.0,3.3494395903779665e-30,,100,linear_q
307,12651,0.050000000000000044,4.812901777121103,121,0,20,0.0,2.093399743986229e-31,,100,linear_q
308,12652,0.050000000000000044,5.4725845079031155,129,0,20,0.0,8.373598975944916e-31,,100,linear_q
309,12653,0.050000000000000044,7.88448458627034,114,0,20,0.0,3.3494395903779665e-30,,100,linear_q
310,12654,0.050000000000000044,7.468250991402149,107,0,20,0.0,8.373598975944916e-31,,100,linear_q
311,12655,0.050000000000000044,6.434489278399387,109,0,20,0.0,0.0,,100,linear_q
312,12656,0.050000000000000044,7.883432084697103,108,0,20,0.0,8.373598975944916e-31,,100,linear_q
313,12657,0.050000000000000044,4.655006459469648,100,0,20,0.0,0.0,,100,linear_q
314,12658,0.050000000000000044,4.979271503282688,123,0,20,0.0,8.373598975944916e-31,,100,linear_q
315,12659,0.050000000000000044,6.968478278284844,120,0,20,0.0,8.373598975944916e-31,,100,linear_q
316,12660,0.050000000000000044,6.691759754464888,104,0,20,0.0,0.0,,100,linear_q
317,12661,0.050000000000000044,5.875307160221617,120,0,20,0.0,2.093399743986229e-31,,100,linear_q
318,12662,0.050000000000000044,6.188361099727821,113,0,20,0.0,1.8840597695876063e-30,,100,linear_q
319,12663,0.050000000000000044,5.219129295657211,109,0,20,0.0,2.093399743986229e-31,,100,linear_q
320,12664,0.050000000000000044,7.169607667136794,112,0,20,0.0,0.0,,100,linear_q
321,12665,0.050000000000000044,4.4083498032067565,114,0,20,0.0,0.0,,100,linear_q
322,12666,0.050000000000000044,5.4013046895189865,122,0,20,0.0,0.0,,100,linear_q
323,12667,0.050000000000000044,7.699630786713619,124,0,20,0.0,3.3494395903779665e-30,,100,linear_q
324,12668,0.050000000000000044,5.572363634771312,117,0,20,0.0,1.8840597695876063e-30,,100,linear_q
325,12669,0.050000000000000044,6.480175308817753,116,0,20,0.0,0.0,,100,linear_q
326,12670,0.050000000000000044,6.256713934609875,110,0,20,0.0,2.093399743986229e-31,,100,linear_q
327,12671,0.050000000000000044,3.7302200017098683,97,0,20,0.0,2.093399743986229e-31,,100,linear_q
328,12672,0.050000000000000044,5.317075472642257,127,0,20,0.0,1.8840597695876063e-30,,100,linear_q
329,12673,0.050000000000000044,7.695034699523436,121,0,20,0.0,3.3494395903779665e-30,,100,linear_q
330,12674,0.050000000000000044,6.195990308122116,117,0,20,0.0,1.8840597695876063e-30,,100,linear_q
331,12675,0.050000000000000044,5.262037646989358,128,0,20,0.0,8.373598975944916e-31,,100,linear_q
332,12676,0.050000000000000044,6.678431195535783,117,0,20,0.0,3.3494395903779665e-30,,100,linear_q
333,12677,0.050000000000000044,3.7669120118081665,135,0,20,0.0,2.093399743986229e-31,,100,linear_q
334,12678,0.050000000000000044,4.474205253546006,125,0,20,0.0,0.0,,100,linear_q
335,12679,0.050000000000000044,5.944189607719009,114,0,20,0.0,1.8840597695876063e-30,,100,linear_q
336,12680,0.050000000000000044,6.733294215648687,116,0,20,0.0,8.373598975944916e-31,,100,linear_q
337,12681,0.050000000000000044,4.251121261478477,117,0,20,0.0,8.373598975944916e-31,,100,linear_q
338,12682,0.050000000000000044,5.285112824310937,119,0,20,0.0,2.093399743986229e-31,,100,linear_q
339,12683,0.050000000000000044,7.462034859855563,117,0,20,0.0,8.373598975944916e-31,,100,linear_q
340,12684,0.050000000000000044,5.5869598029789005,105,0,20,0.0,8.373598975944916e-31,,100,linear_q
341,12685,0.050000000000000044,7.887261883990473,124,0,20,0.0,8.373598975944916e-31,,100,linear_q
342,12686,0.050000000000000044,6.8645520802077415,110,0,20,0.0,8.373598975944916e-31,,100,linear_q
343,12687,0.050000000000000044,6.9593602297134165,108,0,20,0.0,8.373598975944916e-31,,100,linear_q
344,12688,0.050000000000000044,6.482613571871936,109,0,20,0.0,1.8840597695876063e-30,,100,linear_q
345,12689,0.050000000000000044,3.80904599940233,102,0,20,0.0,2.093399743986229e-31,,100,linear_q
346,12690,0.050000000000000044,4.8166305861379115,125,0,20,0.0,0.0,,100,linear_q
347,12691,0.050000000000000044,8.08251746007693,120,0,20,0.0,0.0,,100,linear_q
348,12692,0.050000000000000044,4.134400337385167,110,0,20,0.0,1.8840597695876063e-30,,100,linear_q
349,12693,0.050000000000000044,5.1007121254825485,123,0,20,0.0,1.8840597695876063e-30,,100,linear_q
350,12694,0.050000000000000044,3.7681100122946374,129,0,20,0.0,2.093399743986229e-31,,100,linear_q
351,12695,0.050000000000000044,6.972389393084963,128,0,20,0.0,8.373598975944916e-31,,100,linear_q
352,12696,0.050000000000000044,4.584305124123848,119,0,20,0.0,1.8840597695876063e-30,,100,linear_q
353,12697,0.050000000000000044,3.5477795865666244,137,0,20,0.0,0.0,,100,linear_q
354,12698,0.050000000000000044,6.336192473943425,131,0,20,0.0,8.373598975944916e-31,,100,linear_q
355,12699,0.050000000000000044,7.6033169152188895,108,0,20,0.0,3.3494395903779665e-30,,100,linear_q
356,12700,0.050000000000000044,8.369137282105262,104,0,20,0.0,0.0,,100,linear_q
357,12701,0.050000000000000044,6.572102629620434,107,0,20,0.0,0.0,,100,linear_q
358,12702,0.050000000000000044,5.774003297580644,106,0,20,0.0,0.0,,100,linear_q
359,12703,0.050000000000000044,7.622807710874301,111,0,20,0.0,8.373598975944916e-31,,100,linear_q
360,12704,0.050000000000000044,5.071716341345548,102,0,20,0.0,2.093399743986229e-31,,100,linear_q
361,12705,0.050000000000000044,4.571764132026201,112,0,20,0.0,8.373598975944916e-31,,100,linear_q
362,12706,0.050000000000000044,6.515333401793761,123,0,20,0.0,3.3494395903779665e-30,,100,linear_q
363,12707,0.050000000000000044,7.5560366859215495,113,0,20,0.0,0.0,,100,linear_q
364,12708,0.050000000000000044,7.168859101446536,116,0,20,0.0,8.373598975944916e-31,,100,linear_q
365,12709,0.050000000000000044,4.775412112762822,113,0,20,0.0,8.373598975944916e-31,,100,linear_q
366,12710,0.050000000000000044,5.188350698331866,127,0,20,0.0,2.093399743986229e-31,,100,linear_q
367,12711,0.050000000000000044,6.909051461046185,120,0,20,0.0,2.093399743986229e-31,,100,linear_q
368,12712,0.050000000000000044,7.057125723762713,110,0,20,0.0,0.0,,100,linear_q
369,12713,0.050000000000000044,7.062966710687199,119,0,20,0.0,0.0,,100,linear_q
370,12714,0.050000000000000044,6.147209689158303,111,0,20,0.012956924971724071,8.373598975944916e-31,,100,linear_q
371,12715,0.050000000000000044,6.62601296560372,114,0,20,0.0,2.093399743986229e-31,,100,linear_q
372,12716,0.050000000000000044,6.561221910400784,105,0,20,0.0,0.0,,100,linear_q
373,12717,0.050000000000000044,6.497383270495284,109,0,20,0.0,8.373598975944916e-31,,100,linear_q
374,12718,0.050000000000000044,4.873575616985822,101,0,20,0.0,0.0,,100,linear_q
375,12719,0.050000000000000044,5.510431986144301,128,0,20,0.0,1.8840597695876063e-30,,100,linear_q
376,12720,0.050000000000000044,3.5953233811366436,130,0,20,0.0,2.093399743986229e-31,,100,linear_q
377,12721,0.050000000000000044,6.454223045487066,122,0,20,0.0,8.373598975944916e-31,,100,linear_q
378,12722,0.050000000000000044,6.169074839167949,126,0,20,0.0,8.373598975944916e-31,,100,linear_q
379,12723,0.050000000000000044,6.651712026774273,120,0,20,0.0,8.373598975944916e-31,,100,linear_q
380,12724,0.050000000000000044,4.064436274320539,116,0,20,0.0,0.0,,100,linear_q
381,12725,0.050000000000000044,7.436006686462343,113,0,20,0.0,0.0,,100,linear_q
382,12726,0.050000000000000044,4.335190951867607,94,0,20,0.0,2.093399743986229e-31,,100,linear_q
383,12727,0.050000000000000044,5.926832984511113,114,0,20,0.0,1.8840597695876063e-30,,100,linear_q
384,12728,0.050000000000000044,5.4946604523224325,117,0,20,0.0,2.093399743986229e-31,,100,linear_q
385,12729,0.050000000000000044,7.682442635044,107,0,20,0.0,3.3494395903779665e-30,,100,linear_q
386,12730,0.050000000000000044,5.2973263733706,108,0,20,0.0,2.093399743986229e-31,,100,linear_q
387,12731,0.050000000000000044,6.959575420741456,124,0,20,0.0,3.3494395903779665e-30,,100,linear_q
388,12732,0.050000000000000044,3.926396266115486,119,0,20,0.0,0.0,,100,linear_q
389,12733,0.050000000000000044,7.429397240175122,108,0,20,0.0,3.3494395903779665e-30,,100,linear_q
390,12734,0.050000000000000044,6.44258580369536,108,0,20,0.0,2.093399743986229e-31,,100,linear_q
391,12735,0.050000000000000044,5.212366765751182,127,0,20,0.0,1.8840597695876063e-30,,100,linear_q
392,12736,0.050000000000000044,7.2350723524467915,117,0,20,0.0,3.3494395903779665e-30,,100,linear_q
393,12737,0.050000000000000044,5.959287862090478,106,0,20,0.0,0.0,,100,linear_q
394,12738,0.050000000000000044,7.114674200211606,113,0,20,0.0,0.0,,100,linear_q
395,12739,0.050000000000000044,6.861050932608817,114,0,20,0.0,8.373598975944916e-31,,100,linear_q
396,12740,0.050000000000000044,3.6626009126816226,96,0,20,0.0,2.093399743986229e-31,,100,linear_q
397,12741,0.050000000000000044,5.048070490507084,125,0,20,0.0,0.0,,100,linear_q
398,12742,0.050000000000000044,4.902916367389972,114,0,20,0.0,8.373598975944916e-31,,100,linear_q
399,12743,0.050000000000000044,6.524576471222685,110,0,20,0.0,8.373598975944916e-31,,100,linear_q
400,12744,0.050000000000000044,5.68249687387657,111,0,20,0.0,2.093399743986229e-31,,100,linear_q
401,12745,0.050000000000000044,6.703835299975761,119,0,20,0.0,8.373598975944916e-31,,100,linear_q
402,12746,0.050000000000000044,7.476328829405216,121,0,20,0.0,8.373598975944916e-31,,100,linear_q
403,12747,0.050000000000000044,7.340456665703776,124,0,20,0.0,0.0,,100,linear_q
404,12748,0.050000000000000044,7.039125616621961,114,0,20,0.0,0.0,,100,linear_q
405,12749,0.050000000000000044,7.346163083065806,106,0,20,0.0,3.3494395903779665e-30,,100,linear_q
406,12750,0.050000000000000044,6.814802257506405,105,0,20,0.0,2.093399743986229e-31,,100,linear_q
407,12751,0.050000000000000044,4.959100613448037,111,0,20,0.0,2.093399743986229e-31,,100,linear_q
408,12752,0.050000000000000044,4.149528351614876,94,0,20,0.0,0.0,,100,linear_q
409,12753,0.050000000000000044,6.161873962341102,124,0,20,0.0,8.373598975944916e-31,,100,linear_q
410,12754,0.050000000000000044,3.9437709875760407,100,0,20,0.0,5.233499359965573e-32,,100,linear_q
411,12755,0.050000000000000044,7.106266646282459,115,0,20,0.0,0.0,,100,linear_q
412,12756,0.050000000000000044,5.1808213849134415,108,0,20,0.0,2.093399743986229e-31,,100,linear_q
413,12757,0.050000000000000044,6.084782804289113,108,0,20,0.0,5.233499359965573e-30,,100,linear_q
414,12758,0.050000000000000044,7.107675208758886,118,0,20,0.0,0.0,,100,linear_q
415,12759,0.050000000000000044,6.417217556355947,111,0,20,0.0,8.373598975944916e-31,,100,linear_q
416,12760,0.050000000000000044,6.038672926400294,102,0,20,0.0,3.3494395903779665e-30,,100,linear_q
417,12761,0.050000000000000044,3.839609480255188,107,0,20,0.0,2.093399743986229e-31,,100,linear_q
418,12762,0.050000000000000044,5.07103249122992,125,0,20,0.0,8.373598975944916e-31,,100,linear_q
419,12763,0.050000000000000044,6.24534661412912,118,0,20,0.0,2.093399743986229e-31,,100,linear_q
420,12764,0.050000000000000044,5.995207779514868,109,0,20,0.0,1.8840597695876063e-30,,100,linear_q
421,12765,0.050000000000000044,7.688769066465532,127,0,20,0.0,0.0,,100,linear_q
422,12766,0.050000000000000044,4.003205757976415,118,0,20,0.0,0.0,,100,linear_q
423,12767,0.050000000000000044,4.240024409353316,130,0,20,0.0,0.0,,100,linear_q
424,12768,0.050000000000000044,6.407905534195074,133,0,20,0.0,3.3494395903779665e-30,,100,linear_q
425,12769,0.050000000000000044,3.9230959867972666,118,0,20,0.0,4.710149423969016e-31,,100,linear_q
426,12770,0.050000000000000044,11.198480246477327,112,0,20,0.0,7.536239078350425e-30,,100,linear_q
427,12771,0.050000000000000044,7.764009762075732,109,0,20,0.0,3.3494395903779665e-30,,100,linear_q
428,12772,0.050000000000000044,6.429999882396852,114,0,20,0.0,8.373598975944916e-31,,100,linear_q
429,12773,0.050000000000000044,3.978303010677972,108,0,20,0.0,2.093399743986229e-31,,100,linear_q
430,12774,0.050000000000000044,5.938167431932202,121,0,20,0.0,1.8840597695876063e-30,,100,linear_q
431,12775,0.050000000000000044,6.175657896977608,130,0,20,0.0,0.0,,100,linear_q
432,12776,0.050000000000000044,3.8187952519929036,127,0,20,0.0,8.373598975944916e-31,,100,linear_q
433,12777,0.050000000000000044,4.512549290987898,131,0,20,0.0,0.0,,100,linear_q
434,12778,0.050000000000000044,7.588365830451541,119,0,20,0.0,0.0,,100,linear_q
435,12779,0.050000000000000044,5.40649957793976,109,0,20,0.0,8.373598975944916e-31,,100,linear_q
436,12780,0.050000000000000044,7.273059505364172,117,0,20,0.0,8.373598975944916e-31,,100,linear_q
437,12781,0.050000000000000044,7.233962298093193,104,0,20,0.0,8.373598975944916e-31,,100,linear_q
438,12782,0.050000000000000044,5.744499424473529,114,0,20,0.0,1.8840597695876063e-30,,100,linear_q
439,12783,0.050000000000000044,7.113729355119067,118,0,20,0.0,0.0,,100,linear_q
440,12784,0.050000000000000044,3.9375111813533357,96,0,20,0.0,0.0,,100,linear_q
441,12785,0.050000000000000044,7.48284525505489,118,0,20,0.0,3.3494395903779665e-30,,100,linear_q
442,12786,0.050000000000000044,7.711161395463406,118,0,20,0.0,3.3494395903779665e-30,,100,linear_q
443,12787,0.050000000000000044,5.864294110776984,126,0,20,0.0,3.3494395903779665e-30,,100,linear_q
444,12788,0.050000000000000044,4.626924493872644,117,0,20,0.0,2.093399743986229e-31,,100,linear_q
445,12789,0.050000000000000044,5.883884637726124,114,0,20,0.0,0.0,,100,linear_q
446,12790,0.050000000000000044,6.984132725929903,118,0,20,0.0,0.0,,100,linear_q
447,12791,0.050000000000000044,6.198020707030205,118,0,20,0.0,8.373598975944916e-31,,100,linear_q
448,12792,0.050000000000000044,9.273163607823633,117,0,20,0.0,0.0,,100,linear_q
449,12793,0.050000000000000044,8.528191266130179,103,0,20,0.0,0.0,,100,linear_q
450,12794,0.050000000000000044,6.146286904706355,91,0,20,0.0,8.373598975944916e-31,,100,linear_q
451,12795,0.050000000000000044,7.261493920871637,101,0,20,0.0,3.3494395903779665e-30,,100,linear_q
452,12796,0.050000000000000044,5.463361908977462,116,0,20,0.0,2.093399743986229e-31,,100,linear_q
453,12797,0.050000000000000044,6.509699476858642,110,0,20,0.0,8.373598975944916e-31,,100,linear_q
454,12798,0.050000000000000044,7.968168393326325,108,0,20,0.0,0.0,,100,linear_q
455,12799,0.050000000000000044,5.583953741490032,110,0,20,0.0,2.093399743986229e-31,,100,linear_q
456,12800,0.050000000000000044,5.706100470013764,125,0,20,0.0,8.373598975944916e-31,,100,linear_q
457,12801,0.050000000000000044,6.2153805454554325,123,0,20,0.0,8.373598975944916e-31,,100,linear_q
458,12802,0.050000000000000044,3.950776150151483,121,0,20,0.0,8.373598975944916e-31,,100,linear_q
459,12803,0.050000000000000044,6.115341032426898,129,0,20,0.0,2.093399743986229e-31,,100,linear_q
460,12804,0.050000000000000044,3.723309235227627,117,0,20,0.0,0.0,,100,linear_q
461,12805,0.050000000000000044,5.673238906930431,133,0,20,0.0,1.8840597695876063e-30,,100,linear_q
462,12806,0.050000000000000044,5.325145722677854,118,0,20,0.0,8.373598975944916e-31,,100,linear_q
463,12807,0.050000000000000044,8.182448682157967,120,0,20,0.0,0.0,,100,linear_q
464,12808,0.050000000000000044,4.783999858818537,107,0,20,0.0,8.373598975944916e-31,,100,linear_q
465,12809,0.050000000000000044,7.559522217855773,115,0,20,0.0,0.0,,100,linear_q
466,12810,0.050000000000000044,7.532880469734836,115,0,20,0.0,0.0,,100,linear_q
467,12811,0.050000000000000044,5.314491547761491,110,0,20,0.0,2.093399743986229e-31,,100,linear_q
468,12812,0.050000000000000044,5.101755494154439,123,0,20,0.0,8.373598975944916e-31,,100,linear_q
469,12813,0.050000000000000044,5.961103883029678,129,0,20,0.0,8.373598975944916e-31,,100,linear_q
470,12814,0.050000000000000044,4.988596651575786,115,0,20,0.0,2.093399743986229e-31,,100,linear_q
471,12815,0.050000000000000044,6.678954396447147,130,0,20,0.0,3.3494395903779665e-30,,100,linear_q
472,12816,0.050000000000000044,6.232159749891782,122,0,20,0.0,8.373598975944916e-31,,100,linear_q
473,12817,0.050000000000000044,5.8784373645680725,124,0,20,0.0,3.3494395903779665e-30,,100,linear_q
474,12818,0.050000000000000044,7.908334526644541,123,0,20,0.0,8.373598975944916e-31,,100,linear_q
475,12819,0.050000000000000044,8.40507863013049,111,0,20,0.0,0.0,,100,linear_q
476,12820,0.050000000000000044,5.819702910559188,115,0,20,0.0,3.3494395903779665e-30,,100,linear_q
477,12821,0.050000000000000044,3.4572443807217708,122,0,20,0.0,8.373598975944916e-31,,100,linear_q
478,12822,0.050000000000000044,6.887569863402216,108,0,20,0.0,8.373598975944916e-31,,100,linear_q
479,12823,0.050000000000000044,3.1153517562936663,115,0,20,0.0,0.0,,100,linear_q
480,12824,0.050000000000000044,5.6203275246677205,140,0,20,0.0,8.373598975944916e-31,,100,linear_q
481,12825,0.050000000000000044,8.90744089494302,122,0,20,0.0,8.373598975944916e-31,,100,linear_q
482,12826,0.050000000000000044,6.011919785471084,120,0,20,0.0,1.8840597695876063e-30,,100,linear_q
483,12827,0.050000000000000044,6.201898665945425,123,0,20,0.0,3.3494395903779665e-30,,100,linear_q
484,12828,0.050000000000000044,7.816449744535741,105,0,20,0.0,3.3494395903779665e-30,,100,linear_q
485,12829,0.050000000000000044,7.333134316848601,113,0,20,0.0,8.373598975944916e-31,,100,linear_q
486,12830,0.050000000000000044,3.966466838120897,113,0,20,0.0,8.373598975944916e-31,,100,linear_q
487,12831,0.050000000000000044,4.8924319769529525,121,0,20,0.0,8.373598975944916e-31,,100,linear_q
488,12832,0.050000000000000044,3.4312061795367264,106,0,20,0.0,5.233499359965573e-32,,100,linear_q
489,12833,0.050000000000000044,8.855096667089446,129,0,20,0.0,0.0,,100,linear_q
490,12834,0.050000000000000044,3.8292587604040547,113,0,20,0.0,0.0,,100,linear_q
491,12835,0.050000000000000044,6.1206628928369,115,0,20,0.0,0.0,,100,linear_q
492,12836,0.050000000000000044,6.145017498065506,123,0,20,0.0,3.3494395903779665e-30,,100,linear_q
493,12837,0.050000000000000044,7.30763224419446,121,0,20,0.0,0.0,,100,linear_q
494,12838,0.050000000000000044,6.284290826301095,109,0,20,0.0,1.8840597695876063e-30,,100,linear_q
495,12839,0.050000000000000044,11.045533441454557,98,0,20,0.0,7.536239078350425e-30,,100,linear_q
496,12840,0.050000000000000044,8.87195765815325,105,0,20,0.0,0.0,,100,linear_q
497,12841,0.050000000000000044,3.6628685987248586,93,0,20,0.0,0.0,,100,linear_q
498,12842,0.050000000000000044,4.136535379093104,107,0,20,0.0,0.0,,100,linear_q
499,12843,0.050000000000000044,8.067202939188183,122,0,20,0.0,8.373598975944916e-31,,100,linear_q
500,12844,0.050000000000000044,7.296357430528547,107,0,20,0.0,8.373598975944916e-31,,100,linear_q
