maximum_generations,batch_size,minimum_training_size,maximum_phenotypes,number_of_parents,number_of_crosses,f1_per_cross,dh_per_f1,reps,trait,snp_chip,n_cores,seed,reward_genetic_gain_weight,reward_variance_retention_weight,reward_phenotyping_cost_weight,reward_reliability_improvement_weight,reward_invalid_action_penalty,reward_gain_scale,agent_learning_rate,agent_discount_factor,agent_epsilon_start,agent_epsilon_end,agent_epsilon_decay_episodes,agent_l2_penalty,agent_gradient_clip,agent_seed,training_number_of_episodes,training_maximum_steps_per_episode,training_seed,training_checkpoint_every,agent_kind,agent_observation_size,agent_number_of_features,agent_number_of_parameters,total_runtime_seconds,final_model_size
20,25,50,200,20,100,1,10,1,1,1,4,12345,2.0,0.8,0.0,0.3,1.0,2.0,0.02,0.95,1.0,0.05,250,0.001,5.0,12345,500,220,12345,50,linear_q,19,19,100,20544.134846995003,100
