metric,strategy,count,mean,standard_deviation,median,q1,q3,minimum,maximum
total_realized_genetic_gain,active_learning_pev,20,3.675387300504539,0.9357281899427454,3.7890479221220956,3.0486415613755153,4.117272546436633,1.4976640035533606,5.492140567905175
total_realized_genetic_gain,diversity_sampling,20,3.537040193177417,0.6693868718133567,3.579962845523824,3.186114597694638,3.93916172413407,2.395958359836465,4.808170039069567
total_realized_genetic_gain,fixed_sampling,20,2.955115308495066,0.9680095468700238,2.892977731951862,2.366899758588098,3.8381520721809457,1.386721267885962,4.3699787320488594
total_realized_genetic_gain,linear_q_learning,20,3.1276512347525225,0.7812320291713646,3.024913376147696,2.6151341208171215,3.430568316929769,1.6434162701441581,4.477909523339893
total_realized_genetic_gain,random_sampling,20,2.6190695327179085,0.6815439122108372,2.607481701694329,2.124118351999497,2.9636739968338994,1.5133700622773456,4.296530647093541
final_mean_genetic_value,active_learning_pev,20,3.528906116422042,0.9419955640685541,3.6609241161556385,2.9127299270401963,3.973927247130038,1.3634225957689385,5.348113145505147
final_mean_genetic_value,diversity_sampling,20,3.3905590090949196,0.6716977327464341,3.428613521002223,3.0756094811997134,3.7901371648090962,2.230890066511656,4.700662410187935
final_mean_genetic_value,fixed_sampling,20,2.8086341244125688,0.9742653788140355,2.752964688097326,2.2250183211971453,3.657779364693382,1.2386632624615785,4.2120220043942425
final_mean_genetic_value,linear_q_learning,20,2.981170050670025,0.769708288251875,2.89346659741756,2.4878020654055533,3.286265920185004,1.5211882158081163,4.349696237922486
final_mean_genetic_value,random_sampling,20,2.472588348635411,0.671662464379432,2.470938130888249,1.9798656763707898,2.820633730023362,1.3580166799780145,4.107789306119382
mean_prediction_accuracy,active_learning_pev,20,0.3203398427266918,0.059593232611827855,0.3262950683643788,0.2927211493414134,0.35726329346499586,0.18094081918116478,0.42208311292234446
mean_prediction_accuracy,diversity_sampling,20,0.3101429095641263,0.0471967852350665,0.3198061788931478,0.28819752163038925,0.33827585714043595,0.20043084522965685,0.4204989290081431
mean_prediction_accuracy,fixed_sampling,20,0.2878959450521924,0.06986158403347364,0.29909438821497264,0.23389584231296412,0.33300803493433834,0.13781420500782968,0.390459862168383
mean_prediction_accuracy,linear_q_learning,20,0.28299904308377066,0.07002371025901477,0.30313677595400335,0.24467100654611176,0.3224257607365466,0.13674585405657602,0.39185942558015296
mean_prediction_accuracy,random_sampling,20,0.26567823286012293,0.06723194777069405,0.27381468579799917,0.21880938157808685,0.30816851615496454,0.1270519513033331,0.3743959079305303
final_genetic_variance,active_learning_pev,20,0.07816693683294429,0.04261032702364939,0.08727347678000741,0.037840085547422554,0.10957883599749567,0.008647879496566136,0.1413318415469735
final_genetic_variance,diversity_sampling,20,0.09090384971610715,0.07536568831860183,0.07746984203409409,0.03474525385707168,0.11878477485378042,0.008869454540458968,0.27156001780653166
final_genetic_variance,fixed_sampling,20,0.053803014856166384,0.05168340263733581,0.03832253180880278,0.021995712905484636,0.06206061745418746,0.0014969186830556581,0.18491038423845066
final_genetic_variance,linear_q_learning,20,0.059055711881609574,0.06345730790295848,0.04757431586533346,0.02230407288372848,0.07257859465969478,0.0009788030491469236,0.28502228426529397
final_genetic_variance,random_sampling,20,0.04076640103780048,0.0462469443362974,0.033087722155029496,0.007182953595577074,0.048797482357080875,0.001764231336764115,0.1964517631816742
variance_retention,active_learning_pev,20,0.08263160595859667,0.04435795965452608,0.09347560034993868,0.04084162606679279,0.11817552927467688,0.009063546098530401,0.1508843069623362
variance_retention,diversity_sampling,20,0.09635997722053162,0.08152930243003978,0.08411510070721068,0.03685973423109551,0.12396584674857263,0.009502796664520311,0.31709624712165235
variance_retention,fixed_sampling,20,0.05741686081562565,0.055601412437412276,0.04156582030884955,0.02310903164722413,0.06543567063726986,0.0015363785506721582,0.21336098011762064
variance_retention,linear_q_learning,20,0.06228369263218234,0.06580046155683476,0.04923712987135621,0.02482071471245183,0.07371191169555397,0.0010486965470341515,0.29252780845652016
variance_retention,random_sampling,20,0.043567498314318824,0.04962103916327991,0.03328382717203285,0.007539402546738289,0.05299572969836047,0.0018563201679727493,0.21047981602320093
total_cycle_seconds,active_learning_pev,20,2.2108869012095966,0.09105496146879266,2.2046484520251397,2.1663728542480385,2.259360706753796,1.9579963330179453,2.3972501769894734
total_cycle_seconds,diversity_sampling,20,0.45047355705464726,0.0238316765511766,0.4436669191054534,0.43906908224744257,0.46208021776692476,0.4086609270889312,0.5181880749296397
total_cycle_seconds,fixed_sampling,20,0.44771178125811273,0.027998028121309474,0.4443739929702133,0.4290086525143124,0.4602018273290014,0.413518255983945,0.5302839789655991
total_cycle_seconds,linear_q_learning,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cycle_seconds,random_sampling,20,0.46024677017121574,0.03661465146195558,0.4477192610211205,0.4335646354884375,0.49850838001293596,0.41369945713086054,0.5184254990308546
