scenario,strategy,replicate,seed,number_of_generations,total_number_phenotyped,initial_mean_genetic_value,final_mean_genetic_value,total_realized_genetic_gain,mean_gain_per_generation,gain_standard_deviation,gain_per_100_phenotypes,area_under_genetic_gain_curve,mean_prediction_accuracy,final_prediction_accuracy,minimum_prediction_accuracy,maximum_prediction_accuracy,prediction_accuracy_variability,initial_genetic_variance,final_genetic_variance,variance_retention,rate_of_variance_loss,cumulative_phenotyping_cost,mean_selection_seconds,mean_cycle_seconds,mean_initial_model_accuracy,mean_final_model_accuracy,total_cycle_seconds
h2_0.40_budget_200_parents_20,fixed_sampling,1,31001,8,1600,-0.13314627914244168,4.892099523622119,5.025245802764561,0.6281557253455701,0.38448410062402394,0.31407786267278504,25.800753277763008,0.49784888554541173,0.5963644220977306,0.17871771210238968,0.5963644220977306,0.13356235865721594,0.9430240904123077,0.03149415672896715,0.03339698004448361,-0.10249887181903843,1600.0,,,,,0.0
h2_0.40_budget_200_parents_20,fixed_sampling,2,31002,8,1600,-0.13314627914244168,4.196694851227689,4.329841130370131,0.5412301412962663,0.4864655206345893,0.27061507064813317,24.756702995641206,0.3617334828299072,-0.2673767596624772,-0.2673767596624772,0.6955171648309562,0.30606072459955747,0.9430240904123077,0.009837299499600428,0.010431652382601781,-0.12315471321121092,1600.0,,,,,0.0
h2_0.40_budget_200_parents_20,fixed_sampling,3,31003,8,1600,-0.13314627914244168,5.179651625848971,5.312797904991412,0.6640997381239265,0.5245973385228856,0.33204986906196327,29.436353203590116,0.45984901584289845,0.37391907452214346,0.3113502607864721,0.6767532220406488,0.11918518708764314,0.9430240904123077,0.005961779733182117,0.006321980311844966,-0.10910543536775115,1600.0,,,,,0.0
h2_0.40_budget_200_parents_20,highest_gebv,1,31001,8,1600,-0.13314627914244165,7.2477868757919675,7.380933154934409,0.9226166443668011,0.5982977435531343,0.46130832218340057,38.5029032337169,0.4451916666150169,0.23408953663315518,0.009875060021925225,0.6470384387760879,0.21404293546556447,0.9430240904123077,0.015944750770839015,0.01690810545875628,-0.1194173511781036,1600.0,0.15036337962010293,0.24860738150164252,0.30138857157367427,0.4451916666150169,1.9888590520131402
h2_0.40_budget_200_parents_20,highest_gebv,2,31002,8,1600,-0.13314627914244165,4.498763065939673,4.631909345082114,0.5789886681352643,0.6255785794199866,0.28949433406763214,28.54526298596393,0.4202401522073079,0.4150937851264149,0.06298190111711242,0.635053684062757,0.17626812773275502,0.9430240904123077,0.002696900339706618,0.00285984246545333,-0.11005168349821373,1600.0,0.14791692650396726,0.2400405723710719,0.2826480591375262,0.4202401522073079,1.9203245789685752
h2_0.40_budget_200_parents_20,highest_gebv,3,31003,8,1600,-0.13314627914244165,4.681722503528073,4.814868782670515,0.6018585978338143,0.6764272441350568,0.3009292989169072,29.247625849799203,0.28561100243231,0.0,-0.1859117138226346,0.5685260131215075,0.26585995210048263,0.9430240904123077,7.896505557767887e-31,8.373598975944916e-31,-0.10527460547278901,1600.0,0.13892967137144296,0.23490605175175006,0.26192077450114815,0.28561100243231,1.8792484140140004
h2_0.40_budget_200_parents_20,random_sampling,1,31001,8,1600,-0.13314627914244168,4.063072314143449,4.196218593285891,0.5245273241607363,0.52254534696079,0.26226366208036817,24.53178866722516,0.38575682764699215,0.509076885467424,0.035157155664733826,0.6321996116340666,0.2163615778719406,0.9430240904123077,0.011250462362840233,0.011930196139444668,-0.09867131606673478,1600.0,,,,,0.0
h2_0.40_budget_200_parents_20,random_sampling,2,31002,8,1600,-0.13314627914244168,3.9259163411595073,4.059062620301949,0.5073828275377437,0.5609279231354461,0.25369141376887183,22.09924842774509,0.39572560163608356,-0.3547478394598977,-0.3547478394598977,0.7283661436584697,0.32580568853982644,0.9430240904123077,0.001450154499566411,0.0015377703648401775,-0.12537333146104912,1600.0,,,,,0.0
h2_0.40_budget_200_parents_20,random_sampling,3,31003,8,1600,-0.13314627914244168,4.7874088024937205,4.920555081636162,0.6150693852045203,0.4719719780892101,0.30753469260226013,27.11297880141059,0.4558199421805902,0.47691455539884725,0.2881031130462079,0.6041864698751633,0.10493350718641899,0.9430240904123077,0.011073699867915246,0.01174275395560003,-0.11002667048983111,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,active_learning_pev,1,32001,8,1600,-0.13314627914244165,5.446473545209242,5.579619824351684,0.6974524780439605,0.6569004134577447,0.34872623902198024,32.65086784874996,0.4567223476361425,0.08752317869663874,0.08752317869663874,0.6315027425577555,0.1795133836581974,0.9430240904123077,0.014498710840124225,0.015374698258010692,-0.10412978619687843,1600.0,0.3188655300036771,0.43722054487807327,0.2516790172458818,0.4567223476361425,3.497764359024586
h2_0.70_budget_200_parents_20,active_learning_pev,2,32002,8,1600,-0.13314627914244165,6.112884178756931,6.246030457899373,0.7807538072374216,0.5186168138374861,0.3903769036187108,33.025637793462785,0.5913524445666183,0.471279607779096,0.471279607779096,0.7754528852806198,0.10330563230547228,0.9430240904123077,0.012602634951111327,0.0133640646927707,-0.11231072304136061,1600.0,0.38876395400438923,0.4921847696241457,0.4081118314970846,0.5913524445666183,3.9374781569931656
h2_0.70_budget_200_parents_20,active_learning_pev,3,32003,8,1600,-0.13314627914244165,7.113628490587333,7.246774769729774,0.9058468462162218,0.5396090360936715,0.4529234231081109,37.36733321045631,0.611252773171465,0.4529263963775622,0.4529263963775622,0.7778672977716732,0.13142608802188604,0.9430240904123077,0.01950959695096666,0.02068833357421092,-0.11559297759743896,1600.0,0.3578130771238648,0.4502696233757888,0.43013154838905177,0.611252773171465,3.6021569870063104
h2_0.70_budget_200_parents_20,diversity_sampling,1,32001,8,1600,-0.13314627914244168,7.31639264723403,7.449538926376472,0.931192365797059,0.3209422070387128,0.46559618289852944,34.81843154435591,0.6013405787189896,0.5359329170731834,0.5243418649809701,0.6860990741915262,0.06084616851476426,0.9430240904123077,0.0635416169500278,0.06738069323578597,-0.09592899748311932,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,diversity_sampling,2,32002,8,1600,-0.13314627914244168,6.45940238657525,6.5925486657176915,0.8240685832147114,0.5416541960403678,0.4120342916073557,34.82223084254606,0.5887886165793483,0.3989587554052352,0.3989587554052352,0.7656468103335811,0.14773290522359897,0.9430240904123077,0.02813423700307828,0.029834059690646363,-0.1152502933534082,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,diversity_sampling,3,32003,8,1600,-0.13314627914244168,6.199369625730844,6.3325159048732855,0.7915644881091607,0.6692467900296032,0.39578224405458035,35.38814021563948,0.5214619958206185,-0.15499282027348407,-0.15499282027348407,0.773767235767914,0.29895844437562274,0.9430240904123077,0.011403711064431487,0.012092703866605966,-0.1394643207974317,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,fixed_sampling,1,32001,8,1600,-0.13314627914244168,6.4880749569658995,6.621221236108341,0.8276526545135426,0.3848907241117841,0.41382632725677126,32.084281869828494,0.6216605809848206,0.7500760287149775,0.5379167979121006,0.7500760287149775,0.06715762403875222,0.9430240904123077,0.058993475675876116,0.06255776101126226,-0.09696381729421752,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,fixed_sampling,2,32002,8,1600,-0.13314627914244168,5.169023152888332,5.302169432030774,0.6627711790038467,0.5001131647233781,0.33138558950192337,28.134429434160722,0.5435770130014151,0.44561550502606834,0.2094682993948929,0.7346035827863044,0.16791575594350264,0.9430240904123077,0.004567017363507093,0.004842948775052298,-0.10707507531120411,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,fixed_sampling,3,32003,8,1600,-0.13314627914244168,6.138374160453689,6.271520439596131,0.7839400549495164,0.48837600436529766,0.3919700274747581,32.76030381202379,0.5347094060980195,0.27116849611565585,0.27116849611565585,0.7167478206066673,0.16602016206848244,0.9430240904123077,0.03062371748893213,0.03247395034790985,-0.1203772181194956,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,highest_gebv,1,32001,8,1600,-0.13314627914244165,6.592246641131511,6.725392920273952,0.840674115034244,0.8090182749606528,0.420337057517122,40.014557063001966,0.4728744454449253,0.3749957372613857,-0.00330565586861771,0.7117938779987284,0.21580310115522774,0.9430240904123077,0.0002244514166541853,0.00023801238901124036,-0.10869260124737712,1600.0,0.16612084125517868,0.26706567450310104,0.3081077574401758,0.4728744454449253,2.1365253960248083
h2_0.70_budget_200_parents_20,highest_gebv,2,32002,8,1600,-0.13314627914244165,6.621093509301274,6.754239788443716,0.8442799735554645,0.591726528518868,0.4221399867777322,36.32011083111147,0.5492700686745884,0.41036755668628383,0.41036755668628383,0.6453867238611648,0.08889604110510685,0.9430240904123077,0.0074953176377664235,0.007948171965033609,-0.09487485658929778,1600.0,0.16581637124545523,0.2614508722508617,0.35871925971006613,0.5492700686745884,2.0916069780068938
h2_0.70_budget_200_parents_20,highest_gebv,3,32003,8,1600,-0.13314627914244165,5.020928516857525,5.154074795999967,0.6442593494999959,0.7177522655134039,0.32212967474999793,32.02009089194418,0.4189180815027049,0.017579594233007735,0.017579594233007735,0.6688007259485396,0.20667692495294127,0.9430240904123077,0.0016804139491031548,0.001781941698189753,-0.09906645977195298,1600.0,0.14359518511992064,0.23386356288028765,0.26099531615250193,0.4189180815027049,1.8709085030423012
h2_0.70_budget_200_parents_20,random_sampling,1,32001,8,1600,-0.13314627914244168,5.575523151234752,5.708669430377194,0.7135836787971492,0.44898972726798764,0.3567918393985746,29.440515811807508,0.5668691612900866,0.6358602135617558,0.42913720782685355,0.6580681674570616,0.08747009406390985,0.9430240904123077,0.016070517937237797,0.01704147126316939,-0.09650960887819952,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,random_sampling,2,32002,8,1600,-0.13314627914244168,5.011749003631132,5.144895282773573,0.6431119103466967,0.5209222645306684,0.32155595517334834,29.323286532334947,0.4708906793764991,-0.06089456545808901,-0.06089456545808901,0.6577038531540939,0.23126112179251182,0.9430240904123077,0.004515966299593017,0.004788813292795683,-0.10484599844938536,1600.0,,,,,0.0
h2_0.70_budget_200_parents_20,random_sampling,3,32003,8,1600,-0.13314627914244168,7.124665495536229,7.257811774678671,0.9072264718348338,0.34953415338181126,0.453613235917417,34.01169000741032,0.5833478573044689,0.5488636404871566,0.4362090319500839,0.6995570683596322,0.07468088260183989,0.9430240904123077,0.08017862273491769,0.0850228785776428,-0.10560246854896158,1600.0,,,,,0.0
