scenario,strategy,replicate,generation,population_size,number_phenotyped,phenotyping_fraction,replications,phenotyping_cost_units,training_population_size,prediction_accuracy,number_of_selected_parents,population_mean_gv_before,population_variance_gv_before,selected_parent_mean_gv,selection_differential,next_generation_mean_gv,next_generation_variance_gv,realized_genetic_gain,selection_seconds,cycle_seconds,run_seed,scenario_heritability,scenario_number_to_phenotype,scenario_number_of_parents,scenario_number_of_generations,oracle_trial_strategy,initial_batch_size,uncertainty_batch_size,selected_by_uncertainty,initial_model_accuracy,final_model_accuracy,model_score_batch_size,model_score
h2_0.70_budget_200_parents_20,active_learning_pev,1,7,1000,200,0.2,1,200,200,0.3052731743877259,20,6.166808594951573,0.025387542071887422,0.05100692619619729,-6.115801668755376,6.2083573449146705,0.01196749525425514,0.04154874996309754,0.2847988629946485,0.3757468040275853,32001,0.7,200,20,8,active_learning_pev,50.0,150.0,True,0.02511054231933646,0.3052731743877259,,
h2_0.70_budget_200_parents_20,highest_gebv,1,7,1000,200,0.2,1,200,200,0.4817952184268115,20,6.166808594951573,0.025387542071887422,0.06712078568600066,-6.099687809265572,6.242541013760544,0.01332363726519347,0.07573241880897097,0.10988422599621117,0.20369444601237774,32001,0.7,200,20,8,highest_gebv,50.0,,False,0.02511054231933646,0.4817952184268115,150.0,predicted_gebv
h2_0.70_budget_200_parents_20,random_sampling,1,8,1000,200,0.2,1,200,200,0.057814459819878865,20,6.354683729581338,0.013933208594383845,6.406519993299577,0.05183626371823902,6.411207649564051,0.010282023452496765,0.056523919982712556,,,32001,0.7,200,20,8,random_sampling,,,,,,,
h2_0.70_budget_200_parents_20,fixed_sampling,1,8,1000,200,0.2,1,200,200,0.13221979230267406,20,6.354683729581338,0.013933208594383845,6.47691257928644,0.12222884970510162,6.480084144597515,0.00950901444498645,0.12540041501617694,,,32001,0.7,200,20,8,fixed_sampling,,,,,,,
h2_0.70_budget_200_parents_20,diversity_sampling,1,8,1000,200,0.2,1,200,200,0.09536550016385059,20,6.354683729581338,0.013933208594383845,6.41067009970956,0.05598637012822216,6.412493340903659,0.009964320033918011,0.05780961132232054,,,32001,0.7,200,20,8,diversity_sampling,,,,,,,
h2_0.70_budget_200_parents_20,active_learning_pev,1,8,1000,200,0.2,1,200,200,0.3602893734684414,20,6.354683729581337,0.013933208594383845,0.15148041719561728,-6.20320331238572,6.5022911699578145,0.009230035643671721,0.14760744037647733,0.20078778400784358,0.30348339199554175,32001,0.7,200,20,8,active_learning_pev,50.0,150.0,True,0.05247942747020392,0.3602893734684414,,
h2_0.70_budget_200_parents_20,highest_gebv,1,8,1000,200,0.2,1,200,200,0.22210733702878466,20,6.354683729581337,0.013933208594383845,0.12020874876610196,-6.234474980815235,6.478480487050229,0.00812691827815144,0.12379675746889163,0.07008402000064962,0.14754171401727945,32001,0.7,200,20,8,highest_gebv,50.0,,False,0.05247942747020392,0.22210733702878466,150.0,predicted_gebv
h2_0.70_budget_200_parents_20,random_sampling,2,1,1000,200,0.2,1,200,200,0.5695968200398469,20,-0.13314627914244168,0.9430240904123077,1.7719782517874778,1.9051245309299194,1.7376309749437435,0.6465821490198296,1.8707772540861851,,,32002,0.7,200,20,8,random_sampling,,,,,,,
h2_0.70_budget_200_parents_20,fixed_sampling,2,1,1000,200,0.2,1,200,200,0.6142194936245339,20,-0.13314627914244168,0.9430240904123077,1.552349019846159,1.6854952989886005,1.5789699125601038,0.5451533702503745,1.7121161917025454,,,32002,0.7,200,20,8,fixed_sampling,,,,,,,
h2_0.70_budget_200_parents_20,diversity_sampling,2,1,1000,200,0.2,1,200,200,0.5937342253320926,20,-0.13314627914244168,0.9430240904123077,1.2421567376874532,1.3753030168298948,1.3310540895095122,0.9017754939898591,1.4642003686519538,,,32002,0.7,200,20,8,diversity_sampling,,,,,,,
h2_0.70_budget_200_parents_20,active_learning_pev,2,1,1000,200,0.2,1,200,200,0.5281988453974409,20,-0.13314627914244165,0.9430240904123077,1.779582671714833,1.9127289508572747,1.594713556718862,0.7967956511255667,1.7278598358613035,0.5248251960147172,0.6206840100057889,32002,0.7,200,20,8,active_learning_pev,50.0,150.0,True,0.3931970128219808,0.5281988453974409,,
h2_0.70_budget_200_parents_20,highest_gebv,2,1,1000,200,0.2,1,200,200,0.6058412517327518,20,-0.13314627914244165,0.9430240904123077,2.0199492651351627,2.1530955442776043,1.931965199528542,0.47311866851354506,2.0651114786709837,0.2986989299824927,0.37759896300849505,32002,0.7,200,20,8,highest_gebv,50.0,,False,0.3931970128219808,0.6058412517327518,150.0,predicted_gebv
h2_0.70_budget_200_parents_20,random_sampling,2,2,1000,200,0.2,1,200,200,0.5801848337190267,20,1.9027517416669149,0.4854111060830262,2.867888638645568,0.9651368969786533,2.8720005666315465,0.4656847337463473,0.9692488249646316,,,32002,0.7,200,20,8,random_sampling,,,,,,,
h2_0.70_budget_200_parents_20,fixed_sampling,2,2,1000,200,0.2,1,200,200,0.5460741692770739,20,1.9027517416669149,0.4854111060830262,3.106287318506888,1.2035355768399731,3.099752341874641,0.4545284282520975,1.1970006002077263,,,32002,0.7,200,20,8,fixed_sampling,,,,,,,
h2_0.70_budget_200_parents_20,diversity_sampling,2,2,1000,200,0.2,1,200,200,0.5928866304274001,20,1.9027517416669149,0.4854111060830262,3.094333937675076,1.1915821960081612,3.0665608780053994,0.4360110089506559,1.1638091363384846,,,32002,0.7,200,20,8,diversity_sampling,,,,,,,
h2_0.70_budget_200_parents_20,active_learning_pev,2,2,1000,200,0.2,1,200,200,0.5834956444903371,20,1.902751741666915,0.48541110608302623,1.0739150728609177,-0.8288366688059974,2.96416451620361,0.3824708431152402,1.0614127745366948,0.4019411699846387,0.49151017202530056,32002,0.7,200,20,8,active_learning_pev,50.0,150.0,True,0.28665345045860197,0.5834956444903371,,
h2_0.70_budget_200_parents_20,highest_gebv,2,2,1000,200,0.2,1,200,200,0.5433266875876185,20,1.902751741666915,0.48541110608302623,1.240667251157555,-0.6620844905093601,3.105515820138976,0.47109497768351655,1.2027640784720608,0.21305680900695734,0.3009024769999087,32002,0.7,200,20,8,highest_gebv,50.0,,False,0.28665345045860197,0.5433266875876185,150.0,predicted_gebv
h2_0.70_budget_200_parents_20,random_sampling,2,3,1000,200,0.2,1,200,200,0.6476298940113149,20,3.106408501950831,0.5250835944379217,4.309351115442504,1.2029426134916728,4.373496856074015,0.3585943744444242,1.2670883541231834,,,32002,0.7,200,20,8,random_sampling,,,,,,,
h2_0.70_budget_200_parents_20,fixed_sampling,2,3,1000,200,0.2,1,200,200,0.6773684569035605,20,3.106408501950831,0.5250835944379217,4.264333715573824,1.1579252136229927,4.2580613065211965,0.4644254554346718,1.1516528045703653,,,32002,0.7,200,20,8,fixed_sampling,,,,,,,
h2_0.70_budget_200_parents_20,diversity_sampling,2,3,1000,200,0.2,1,200,200,0.7071387025617404,20,3.106408501950831,0.5250835944379217,4.488034789291413,1.3816262873405822,4.4934466495010525,0.41605176836508995,1.3870381475502214,,,32002,0.7,200,20,8,diversity_sampling,,,,,,,
h2_0.70_budget_200_parents_20,active_learning_pev,2,3,1000,200,0.2,1,200,200,0.683890251020359,20,3.106408501950831,0.5250835944379217,1.2331667353010096,-1.8732417666498216,4.323594230771034,0.49323048193267977,1.217185728820203,0.43472308199852705,0.5063066750008147,32002,0.7,200,20,8,active_learning_pev,50.0,150.0,True,0.3178294360011209,0.683890251020359,,
h2_0.70_budget_200_parents_20,highest_gebv,2,3,1000,200,0.2,1,200,200,0.7052722497405005,20,3.106408501950831,0.5250835944379217,1.1687298817259903,-1.9376786202248408,4.247091068547259,0.38125471766999275,1.1406825665964275,0.19110023899702355,0.30057391899754293,32002,0.7,200,20,8,highest_gebv,50.0,,False,0.3178294360011209,0.7052722497405005,150.0,predicted_gebv
h2_0.70_budget_200_parents_20,random_sampling,2,4,1000,200,0.2,1,200,200,0.6765464824549816,20,4.489693682092961,0.46620965740031756,5.370889138120212,0.8811954560272515,5.370750979336273,0.21966269460905,0.8810572972433119,,,32002,0.7,200,20,8,random_sampling,,,,,,,
h2_0.70_budget_200_parents_20,fixed_sampling,2,4,1000,200,0.2,1,200,200,0.6602995989212366,20,4.489693682092961,0.46620965740031756,5.446540438916098,0.9568467568231371,5.437526306246205,0.23060095847849044,0.9478326241532447,,,32002,0.7,200,20,8,fixed_sampling,,,,,,,
h2_0.70_budget_200_parents_20,diversity_sampling,2,4,1000,200,0.2,1,200,200,0.6965197183760302,20,4.489693682092961,0.46620965740031756,5.682961420983709,1.1932677388907482,5.72937449785334,0.19691472608911417,1.2396808157603791,,,32002,0.7,200,20,8,diversity_sampling,,,,,,,
h2_0.70_budget_200_parents_20,active_learning_pev,2,4,1000,200,0.2,1,200,200,0.7114006102760023,20,4.489693682092961,0.4662096574003175,1.2113133093729194,-3.2783803727200413,5.719095163860937,0.16699348075118658,1.229401481767976,0.467472334014019,0.5608950910100248,32002,0.7,200,20,8,active_learning_pev,50.0,150.0,True,0.48758290987635333,0.7114006102760023,,
h2_0.70_budget_200_parents_20,highest_gebv,2,4,1000,200,0.2,1,200,200,0.6902112105896621,20,4.489693682092961,0.4662096574003175,1.24544777251724,-3.244245909575721,5.741959732935787,0.1253990339156618,1.2522660508428265,0.1652469300024677,0.25115606500185095,32002,0.7,200,20,8,highest_gebv,50.0,,False,0.48758290987635333,0.6902112105896621,150.0,predicted_gebv
h2_0.70_budget_200_parents_20,random_sampling,2,5,1000,200,0.2,1,200,200,0.5360507932357234,20,5.7442739689444435,0.13887134053561281,6.141565788567485,0.3972918196230415,6.152260616100495,0.10912652485303966,0.4079866471560516,,,32002,0.7,200,20,8,random_sampling,,,,,,,
h2_0.70_budget_200_parents_20,fixed_sampling,2,5,1000,200,0.2,1,200,200,0.5498171620576561,20,5.7442739689444435,0.13887134053561281,6.1617943014729315,0.41752033252848797,6.153593915847144,0.08752526895185014,0.40931994690270024,,,32002,0.7,200,20,8,fixed_sampling,,,,,,,
