scenario,strategy,replicate,generation,population_size,number_phenotyped,phenotyping_fraction,replications,phenotyping_cost_units,training_population_size,prediction_accuracy,number_of_selected_parents,population_mean_gv_before,population_variance_gv_before,selected_parent_mean_gv,selection_differential,next_generation_mean_gv,next_generation_variance_gv,realized_genetic_gain,selection_seconds,cycle_seconds,run_seed,scenario_heritability,scenario_number_to_phenotype,scenario_number_of_parents,scenario_number_of_generations,initial_batch_size,uncertainty_batch_size,selected_by_uncertainty,initial_model_accuracy,final_model_accuracy,model_score_batch_size,model_score
h2_0.20_budget_200_parents_20,highest_gebv,1,5,1000,200,0.2,1,200,200,0.4480746241539867,20,1.831439783708796,0.24973242609362928,1.1308520417935344,-0.7005877419152615,2.868286557780959,0.23547498678114648,1.0368467740721632,0.06180418698932044,0.1367693229985889,30001,0.2,200,20,8,50.0,,False,0.27095597746190175,0.4480746241539867,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,1,6,1000,200,0.2,1,200,200,0.21079361662947066,20,2.868286557780959,0.23547498678114648,0.2482253120573925,-2.6200612457235666,3.09520444919336,0.058131955672191225,0.22691789141240104,0.05415462498785928,0.1801435289962683,30001,0.2,200,20,8,50.0,,False,0.2153119993874319,0.21079361662947066,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,1,7,1000,200,0.2,1,200,200,0.24403386813073166,20,3.09520444919336,0.058131955672191225,0.21570863893227815,-2.879495810261082,3.285807663199513,0.036950884187627674,0.19060321400615265,0.04792097699828446,0.131772410008125,30001,0.2,200,20,8,50.0,,False,0.22558891386632346,0.24403386813073166,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,1,8,1000,200,0.2,1,200,200,0.6640990278664706,20,3.285807663199513,0.036950884187627674,0.3654437480356811,-2.920363915163832,3.6442413621993346,0.014857833628779613,0.3584336989998218,0.038575576996663585,0.11699977298849262,30001,0.2,200,20,8,50.0,,False,0.41226758091051896,0.6640990278664706,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,random_sampling,2,1,1000,200,0.2,1,200,200,0.2993750945507926,20,-0.13314627914244168,0.9430240904123077,0.49523259322835067,0.6283788723707924,0.541548129851834,0.780062998280247,0.6746944089942757,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,2,2,1000,200,0.2,1,200,200,0.37389763399523446,20,0.541548129851834,0.780062998280247,1.3974242330789683,0.8558761032271344,1.3926564015513168,0.6462233557160697,0.8511082716994828,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,2,3,1000,200,0.2,1,200,200,0.4757443201319848,20,1.3926564015513168,0.6462233557160697,2.3565698709503735,0.9639134693990568,2.3378280050333275,0.3062888560759503,0.9451716034820108,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,2,4,1000,200,0.2,1,200,200,0.3826677221742462,20,2.3378280050333275,0.3062888560759503,2.4416134742309032,0.1037854691975757,2.4467796515344067,0.2376481623974857,0.10895164650107914,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,2,5,1000,200,0.2,1,200,200,0.4802321843795522,20,2.4467796515344067,0.2376481623974857,2.9608775126655287,0.514097861131122,2.9778970745474167,0.051670407231073336,0.53111742301301,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,2,6,1000,200,0.2,1,200,200,0.21176300030122652,20,2.9778970745474167,0.051670407231073336,3.0269815570760867,0.04908448252867004,3.031967750408743,0.017553287121876874,0.0540706758613263,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,2,7,1000,200,0.2,1,200,200,0.17511955360835357,20,3.031967750408743,0.017553287121876874,3.053858382361456,0.02189063195271279,3.0482860953475606,0.021768549037931312,0.016318344938817564,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,2,8,1000,200,0.2,1,200,200,0.3222378662612699,20,3.0482860953475606,0.021768549037931312,3.1362435650236176,0.087957469676057,3.1451977881500035,0.01589631977167854,0.09691169280244294,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,2,1,1000,200,0.2,1,200,200,0.30120486433865484,20,-0.13314627914244168,0.9430240904123077,0.5179596991326832,0.651105978275125,0.49117768165129744,0.8878205521164704,0.6243239607937391,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,2,2,1000,200,0.2,1,200,200,0.5281217831017654,20,0.49117768165129744,0.8878205521164704,1.3576030719826937,0.8664253903313963,1.3568928468562313,0.6094415768638878,0.865715165204934,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,2,3,1000,200,0.2,1,200,200,0.21342523740891853,20,1.3568928468562313,0.6094415768638878,1.500337588925531,0.1434447420692997,1.5509492647452376,0.5399511187610967,0.1940564178890063,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,2,4,1000,200,0.2,1,200,200,0.5586884368114816,20,1.5509492647452376,0.5399511187610967,2.4937146318779453,0.9427653671327076,2.5027715875387253,0.29774931175956004,0.9518223227934877,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,2,5,1000,200,0.2,1,200,200,0.44130093640908463,20,2.5027715875387253,0.29774931175956004,2.886624947145938,0.3838533596072127,2.872857045827033,0.16931979610227768,0.37008545828830774,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,2,6,1000,200,0.2,1,200,200,0.5447160223160638,20,2.872857045827033,0.16931979610227768,3.4420931658935454,0.5692361200665124,3.44249863305514,0.08913958469200524,0.5696415872281069,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,2,7,1000,200,0.2,1,200,200,0.2776857179493982,20,3.44249863305514,0.08913958469200524,3.6269984649411033,0.18449983188596342,3.6355562869369393,0.08190467205594311,0.1930576538817994,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,2,8,1000,200,0.2,1,200,200,-0.04306269067097189,20,3.6355562869369393,0.08190467205594311,3.714472893161627,0.07891660622468777,3.6957596278166256,0.09686595666261391,0.06020334087968626,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,2,1,1000,200,0.2,1,200,200,0.3851738658868209,20,-0.13314627914244168,0.9430240904123077,1.0781865528221348,1.2113328319645764,1.1082782339732904,0.8147562163722275,1.241424513115732,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,2,2,1000,200,0.2,1,200,200,0.4806974846823445,20,1.1082782339732904,0.8147562163722275,1.9108103062594697,0.8025320722861793,1.8674803704315306,0.6242247412668681,0.7592021364582402,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,2,3,1000,200,0.2,1,200,200,0.46557342319561157,20,1.8674803704315306,0.6242247412668681,2.9981472211193774,1.1306668506878468,3.0369743809960137,0.7710849376785583,1.169494010564483,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,2,4,1000,200,0.2,1,200,200,0.42249087915064776,20,3.0369743809960137,0.7710849376785583,3.5588648459257928,0.5218904649297791,3.5348566993405575,0.6345290278240846,0.4978823183445438,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,2,5,1000,200,0.2,1,200,200,0.5281235875001005,20,3.5348566993405575,0.6345290278240846,4.694268014196431,1.1594113148558733,4.713244495160322,0.31118565923203306,1.1783877958197646,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,2,6,1000,200,0.2,1,200,200,0.45866746462860286,20,4.713244495160322,0.31118565923203306,5.200068526198391,0.48682403103806937,5.170909589869615,0.20053656782609897,0.4576650947092933,,,30002,0.2,200,20,8,,,,,,,
