scenario,strategy,replicate,generation,population_size,number_phenotyped,phenotyping_fraction,replications,phenotyping_cost_units,training_population_size,prediction_accuracy,number_of_selected_parents,population_mean_gv_before,population_variance_gv_before,selected_parent_mean_gv,selection_differential,next_generation_mean_gv,next_generation_variance_gv,realized_genetic_gain,selection_seconds,cycle_seconds,run_seed,scenario_heritability,scenario_number_to_phenotype,scenario_number_of_parents,scenario_number_of_generations,initial_batch_size,uncertainty_batch_size,selected_by_uncertainty,initial_model_accuracy,final_model_accuracy,model_score_batch_size,model_score
h2_0.20_budget_200_parents_20,diversity_sampling,2,7,1000,200,0.2,1,200,200,0.29468443845364456,20,5.170909589869615,0.20053656782609897,5.553283505936927,0.3823739160673121,5.5061636745925275,0.24686543249922938,0.3352540847229122,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,2,8,1000,200,0.2,1,200,200,0.2815696765388449,20,5.5061636745925275,0.24686543249922938,5.726702138374105,0.22053846378157704,5.677398546521494,0.12632977407081605,0.17123487192896647,,,30002,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,active_learning_pev,2,1,1000,200,0.2,1,200,200,0.3536283807362311,20,-0.13314627914244165,0.9430240904123077,0.5096116585009419,0.6427579376433836,0.2771030202826663,0.9046771323421479,0.41024929942510796,0.6004545479954686,0.7523011460143607,30002,0.2,200,20,8,50.0,150.0,True,0.31290187248491047,0.3536283807362311,,
h2_0.20_budget_200_parents_20,active_learning_pev,2,2,1000,200,0.2,1,200,200,0.6154940962726455,20,0.2771030202826663,0.9046771323421479,1.313192824432733,1.0360898041500668,1.525730823499031,0.6081614122060353,1.2486278032163647,0.4701450630091131,0.6206126179895364,30002,0.2,200,20,8,50.0,150.0,True,0.49036082823195104,0.6154940962726455,,
h2_0.20_budget_200_parents_20,active_learning_pev,2,3,1000,200,0.2,1,200,200,0.45736710131203245,20,1.525730823499031,0.6081614122060353,1.0972631604472958,-0.4284676630517352,2.6720623218372603,0.5137948735814624,1.1463314983382293,0.40547833099844866,0.49257982600829564,30002,0.2,200,20,8,50.0,150.0,True,0.09956850983878113,0.45736710131203245,,
h2_0.20_budget_200_parents_20,active_learning_pev,2,4,1000,200,0.2,1,200,200,0.31594293444665444,20,2.6720623218372603,0.5137948735814624,0.5769333024367496,-2.0951290194005106,3.209296450356835,0.34250487925629625,0.5372341285195747,0.3231264780042693,0.418604481004877,30002,0.2,200,20,8,50.0,150.0,True,0.2646453508959166,0.31594293444665444,,
h2_0.20_budget_200_parents_20,active_learning_pev,2,5,1000,200,0.2,1,200,200,0.2849876249581793,20,3.209296450356835,0.34250487925629625,0.3088411904669762,-2.900455259889859,3.4665555084052766,0.43514580465133773,0.2572590580484415,0.2949134180089459,0.37871063701459207,30002,0.2,200,20,8,50.0,150.0,True,0.12136185230383881,0.2849876249581793,,
h2_0.20_budget_200_parents_20,active_learning_pev,2,6,1000,200,0.2,1,200,200,0.4309053022828475,20,3.4665555084052766,0.43514580465133773,0.8603424240071945,-2.606213084398082,4.340406545042865,0.31267959574650245,0.8738510366375882,0.2895065619959496,0.3797564179985784,30002,0.2,200,20,8,50.0,150.0,True,0.43462450694732085,0.4309053022828475,,
h2_0.20_budget_200_parents_20,active_learning_pev,2,7,1000,200,0.2,1,200,200,0.5695876289689251,20,4.340406545042865,0.31267959574650245,0.5349467652336966,-3.8054597798091683,4.855152155490023,0.1850984471569317,0.5147456104471582,0.2788432650268078,0.3642683819925878,30002,0.2,200,20,8,50.0,150.0,True,0.11351781937671285,0.5695876289689251,,
h2_0.20_budget_200_parents_20,active_learning_pev,2,8,1000,200,0.2,1,200,200,0.5809055273376125,20,4.855152155490023,0.1850984471569317,0.5714960052501014,-4.2836561502399215,5.406153283974324,0.11117900249922416,0.5510011284843008,0.25078554201172665,0.3390609629859682,30002,0.2,200,20,8,50.0,150.0,True,0.4624738076118074,0.5809055273376125,,
h2_0.20_budget_200_parents_20,highest_gebv,2,1,1000,200,0.2,1,200,200,0.3993129415306111,20,-0.13314627914244165,0.9430240904123077,1.1825770251278909,1.3157233042703325,1.057094757655207,0.6971311889495992,1.1902410367976486,0.34510711999610066,0.48627135300193913,30002,0.2,200,20,8,50.0,,False,0.31290187248491047,0.3993129415306111,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,2,2,1000,200,0.2,1,200,200,0.418595509137361,20,1.057094757655207,0.6971311889495992,0.9135778644181334,-0.14351689323707362,1.929927684536742,0.8677040450667606,0.8728329268815349,0.2504185800207779,0.38413556301384233,30002,0.2,200,20,8,50.0,,False,0.2986873250705909,0.418595509137361,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,2,3,1000,200,0.2,1,200,200,0.5406623260069623,20,1.929927684536742,0.8677040450667606,1.2774495370915562,-0.6524781474451857,3.2054449663289497,0.2543618281763831,1.2755172817922078,0.1765183119860012,0.272598209005082,30002,0.2,200,20,8,50.0,,False,0.4224314394497517,0.5406623260069623,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,2,4,1000,200,0.2,1,200,200,0.3635939170178376,20,3.2054449663289497,0.2543618281763831,0.2968807053957401,-2.9085642609332094,3.493838974546114,0.18480110879995734,0.2883940082171641,0.1431836569972802,0.21663311301381327,30002,0.2,200,20,8,50.0,,False,0.2095406463383887,0.3635939170178376,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,2,5,1000,200,0.2,1,200,200,0.5660903751365322,20,3.493838974546114,0.18480110879995734,0.5483466877098384,-2.9454922868362754,4.057050282638064,0.05232757606816259,0.5632113080919505,0.05682235999847762,0.1357228310080245,30002,0.2,200,20,8,50.0,,False,0.40633352119754707,0.5660903751365322,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,2,6,1000,200,0.2,1,200,200,-0.01016702396241924,20,4.057050282638064,0.05232757606816259,0.036426158608127875,-4.020624124029936,4.0879730825556395,0.008109274630263147,0.030922799917575183,0.053387038002256304,0.12336509002489038,30002,0.2,200,20,8,50.0,,False,0.23198347142744954,-0.01016702396241924,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,2,7,1000,200,0.2,1,200,200,-0.07303187628533159,20,4.0879730825556395,0.008109274630263147,-0.06811198524051998,-4.15608506779616,4.01986109731512,0.013499346082455536,-0.06811198524051942,0.044242248026421294,0.16809715100680478,30002,0.2,200,20,8,50.0,,False,-0.15484704990941417,-0.07303187628533159,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,2,8,1000,200,0.2,1,200,200,0.13644282494827303,20,4.01986109731512,0.013499346082455536,0.05835680639496545,-3.9615042909201548,4.088255274410019,0.010415004580973608,0.06839417709489926,0.035386028001084924,0.11427455701050349,30002,0.2,200,20,8,50.0,,False,-0.27897003267127163,0.13644282494827303,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,random_sampling,3,1,1000,200,0.2,1,200,200,0.3507116954839225,20,-0.13314627914244168,0.9430240904123077,0.4407303929350988,0.5738766720775405,0.4989907265847203,0.6474951922419206,0.632137005727162,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,3,2,1000,200,0.2,1,200,200,0.27366064148756886,20,0.4989907265847203,0.6474951922419206,0.8708193107501109,0.37182858416539055,0.8885706430950764,0.5619151525835391,0.38957991651035606,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,3,3,1000,200,0.2,1,200,200,0.37558035395550077,20,0.8885706430950764,0.5619151525835391,1.2879117198794492,0.3993410767843728,1.293789415814173,0.6096706140760819,0.40521877271909656,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,3,4,1000,200,0.2,1,200,200,0.5895260115107102,20,1.293789415814173,0.6096706140760819,2.429679072817624,1.1358896570034511,2.427185934627297,0.42271032413874987,1.133396518813124,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,3,5,1000,200,0.2,1,200,200,0.5747272669927219,20,2.427185934627297,0.42271032413874987,3.073628195630258,0.646442261002961,3.059484804330187,0.11639217984423811,0.6322988697028902,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,3,6,1000,200,0.2,1,200,200,0.3600901469759995,20,3.059484804330187,0.11639217984423811,3.2211699928114497,0.16168518848126245,3.234804722098632,0.09417821783119125,0.1753199177684448,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,3,7,1000,200,0.2,1,200,200,0.4327926163792541,20,3.234804722098632,0.09417821783119125,3.4384570388363747,0.20365231673774264,3.440820897348896,0.038532266825099595,0.20601617525026406,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,random_sampling,3,8,1000,200,0.2,1,200,200,0.29264799361122235,20,3.440820897348896,0.038532266825099595,3.510103986757969,0.06928308940907302,3.5150901236264636,0.010273171623025785,0.07426922627756749,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,3,1,1000,200,0.2,1,200,200,0.40253424264173715,20,-0.13314627914244168,0.9430240904123077,0.9178564930845957,1.0510027722270374,0.9272672210812891,0.9704867076361104,1.0604135002237307,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,3,2,1000,200,0.2,1,200,200,0.6721906870354049,20,0.9272672210812891,0.9704867076361104,2.157704777030156,1.230437555948867,2.143574279234509,0.053679173269473815,1.2163070581532198,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,3,3,1000,200,0.2,1,200,200,0.242427518169794,20,2.143574279234509,0.053679173269473815,2.175129471533819,0.03155519229931025,2.1629106185091986,0.04521664286396431,0.019336339274689696,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,3,4,1000,200,0.2,1,200,200,0.3692203603141406,20,2.1629106185091986,0.04521664286396431,2.38318430313093,0.22027368462173147,2.3942502206171787,0.022563417890117198,0.2313396021079801,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,3,5,1000,200,0.2,1,200,200,0.06337254247933388,20,2.3942502206171787,0.022563417890117198,2.4490150590615842,0.054764838444405495,2.4553739602719813,0.019840751194331364,0.061123739654802556,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,3,6,1000,200,0.2,1,200,200,0.0017388914200101293,20,2.4553739602719813,0.019840751194331364,2.482780118799892,0.02740615852791084,2.477425507499616,0.008257152826812981,0.022051547227634583,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,3,7,1000,200,0.2,1,200,200,0.33233093117373397,20,2.477425507499616,0.008257152826812981,2.5832543769501437,0.10582886945052783,2.5866670070184936,0.006524405514554749,0.10924149951887774,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,fixed_sampling,3,8,1000,200,0.2,1,200,200,-0.2324447846997504,20,2.5866670070184936,0.006524405514554749,2.5832543769501437,-0.003412630068349909,2.5877446796716566,0.006438377488823213,0.0010776726531629421,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,3,1,1000,200,0.2,1,200,200,0.30000495484264594,20,-0.13314627914244168,0.9430240904123077,0.7677671035602117,0.9009133827026534,0.802177298692275,0.8401558466828487,0.9353235778347168,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,3,2,1000,200,0.2,1,200,200,0.2685841106871939,20,0.802177298692275,0.8401558466828487,1.1928822739655927,0.3907049752733176,1.2160258381190996,0.704905758881984,0.41384853942682454,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,3,3,1000,200,0.2,1,200,200,0.549126425591382,20,1.2160258381190996,0.704905758881984,1.8924416621162332,0.6764158239971336,1.9106367176911851,0.29300705091320356,0.6946108795720856,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,3,4,1000,200,0.2,1,200,200,0.31589292278246245,20,1.9106367176911851,0.29300705091320356,2.3367832778814512,0.4261465601902661,2.3495885637904936,0.23258031600087328,0.4389518460993085,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,3,5,1000,200,0.2,1,200,200,0.4856811841559724,20,2.3495885637904936,0.23258031600087328,2.9295847937224035,0.5799962299319099,2.93836639239742,0.16105254866416602,0.5887778286069265,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,3,6,1000,200,0.2,1,200,200,0.25199667233566064,20,2.93836639239742,0.16105254866416602,3.0888264431454067,0.15046005074798652,3.091295591312158,0.09724894201997579,0.15292919891473788,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,3,7,1000,200,0.2,1,200,200,-0.14205891918530192,20,3.091295591312158,0.09724894201997579,3.0244115205132114,-0.06688407079894665,3.0246242915924646,0.06916200932004102,-0.06667129971969343,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,diversity_sampling,3,8,1000,200,0.2,1,200,200,0.1904289392042383,20,3.0246242915924646,0.06916200932004102,3.182008561087947,0.15738426949548234,3.1878473193101815,0.08755149881741542,0.1632230277177169,,,30003,0.2,200,20,8,,,,,,,
h2_0.20_budget_200_parents_20,active_learning_pev,3,1,1000,200,0.2,1,200,200,0.461062411862823,20,-0.13314627914244165,0.9430240904123077,1.5842952008010698,1.7174414799435114,1.4760675560792795,0.7074179982062588,1.6092138352217211,0.5959419499849901,0.7413189710059669,30003,0.2,200,20,8,50.0,150.0,True,0.27951956676895356,0.461062411862823,,
h2_0.20_budget_200_parents_20,active_learning_pev,3,2,1000,200,0.2,1,200,200,0.3434370286785796,20,1.4760675560792795,0.7074179982062588,0.5851739712976867,-0.8908935847815929,2.0719287961836366,0.2601642743220691,0.595861240104357,0.4836434690223541,0.5846371010120492,30003,0.2,200,20,8,50.0,150.0,True,0.2461714038874791,0.3434370286785796,,
h2_0.20_budget_200_parents_20,active_learning_pev,3,3,1000,200,0.2,1,200,200,0.5401933521434651,20,2.0719287961836366,0.2601642743220691,0.7506060019666905,-1.321322794216946,2.8208739935444163,0.1685155031875829,0.7489451973607797,0.3639139739971142,0.4584586340060923,30003,0.2,200,20,8,50.0,150.0,True,0.11891902718539027,0.5401933521434651,,
h2_0.20_budget_200_parents_20,active_learning_pev,3,4,1000,200,0.2,1,200,200,0.20679579767025547,20,2.8208739935444163,0.1685155031875829,0.16438395281344823,-2.656490040730968,3.021533966255624,0.15909377814471407,0.20065997271120795,0.29251710200333036,0.3781659720116295,30003,0.2,200,20,8,50.0,150.0,True,-0.11580370661093815,0.20679579767025547,,
h2_0.20_budget_200_parents_20,active_learning_pev,3,5,1000,200,0.2,1,200,200,0.2236654773642005,20,3.021533966255624,0.15909377814471407,0.31908381474873015,-2.702450151506894,3.359494705114952,0.115906846553784,0.33796073885932776,0.2535914829932153,0.35374914499698207,30003,0.2,200,20,8,50.0,150.0,True,0.11956115882780326,0.2236654773642005,,
h2_0.20_budget_200_parents_20,active_learning_pev,3,6,1000,200,0.2,1,200,200,0.3946956074222352,20,3.359494705114952,0.115906846553784,0.2988626566880496,-3.0606320484269025,3.6626951248733257,0.05937668085377227,0.30320041975837375,0.1939328239823226,0.26980802000616677,30003,0.2,200,20,8,50.0,150.0,True,0.41334169160645845,0.3946956074222352,,
h2_0.20_budget_200_parents_20,active_learning_pev,3,7,1000,200,0.2,1,200,200,0.1699731222389424,20,3.6626951248733257,0.05937668085377227,0.06057874819854766,-3.602116376674778,3.7154668188459072,0.025476969200896402,0.052771693972581524,0.26449703000253066,0.3499318760004826,30003,0.2,200,20,8,50.0,150.0,True,-0.014125935934673931,0.1699731222389424,,
h2_0.20_budget_200_parents_20,active_learning_pev,3,8,1000,200,0.2,1,200,200,0.2882919016937921,20,3.7154668188459072,0.025476969200896402,0.14023365783177194,-3.5752331610141352,3.8584612371037657,0.02643447384261227,0.1429944182578584,0.1954178019950632,0.27888601398444735,30003,0.2,200,20,8,50.0,150.0,True,0.22320078682033204,0.2882919016937921,,
h2_0.20_budget_200_parents_20,highest_gebv,3,1,1000,200,0.2,1,200,200,0.36291529365331193,20,-0.13314627914244165,0.9430240904123077,1.6526435131704318,1.7857897923128734,1.4710403724119694,0.6172725459380415,1.604186651554411,0.31494216501596384,0.4882493629993405,30003,0.2,200,20,8,50.0,,False,0.27951956676895356,0.36291529365331193,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,3,2,1000,200,0.2,1,200,200,0.5732629259700339,20,1.4710403724119694,0.6172725459380415,1.0292845510202986,-0.4417558213916708,2.54979279790955,0.26199583476241917,1.0787524254975807,0.24903925199760124,0.3649706410069484,30003,0.2,200,20,8,50.0,,False,0.22483273825702518,0.5732629259700339,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,3,3,1000,200,0.2,1,200,200,0.2441502175944233,20,2.54979279790955,0.26199583476241917,0.2326039103005253,-2.3171888876090247,2.77226469736511,0.12079046691814163,0.2224718994555599,0.15009994298452511,0.23616631599725224,30003,0.2,200,20,8,50.0,,False,0.26382677818975053,0.2441502175944233,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,3,4,1000,200,0.2,1,200,200,0.15819822688674784,20,2.77226469736511,0.12079046691814163,0.2103330566607891,-2.5619316407043207,2.985961061189549,0.0399057951784894,0.21369636382443913,0.0883318429987412,0.18441377399722114,30003,0.2,200,20,8,50.0,,False,0.10408728212757082,0.15819822688674784,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,3,5,1000,200,0.2,1,200,200,0.4078383973614587,20,2.985961061189549,0.0399057951784894,0.19467839143040358,-2.7912826697591453,3.174298480045285,0.023969827168980072,0.18833741885573607,0.0641310389910359,0.15563782601384446,30003,0.2,200,20,8,50.0,,False,0.3413374684291814,0.4078383973614587,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,3,6,1000,200,0.2,1,200,200,0.3492296929005059,20,3.174298480045285,0.023969827168980072,0.06429603360818895,-3.1100024464370963,3.2375852143692967,0.021439720449774633,0.06328673432401155,0.040728645981289446,0.12054840399650857,30003,0.2,200,20,8,50.0,,False,0.29666208456584847,0.3492296929005059,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,3,7,1000,200,0.2,1,200,200,-0.13348935290403893,20,3.2375852143692967,0.021439720449774633,-0.09027426388444507,-3.3278594782537416,3.1501712038676413,0.004593708837579255,-0.08741401050165543,0.03768660398782231,0.11326808299054392,30003,0.2,200,20,8,50.0,,False,-0.26777063580572913,-0.13348935290403893,150.0,predicted_gebv
h2_0.20_budget_200_parents_20,highest_gebv,3,8,1000,200,0.2,1,200,200,0.16871505482027024,20,3.1501712038676413,0.004593708837579255,-0.0007913887560587528,-3.1509625926237,3.1504724591728492,0.004629683932094967,0.0003012553052079703,0.04092747101094574,0.11630320100812241,30003,0.2,200,20,8,50.0,,False,0.1082735887446584,0.16871505482027024,150.0,predicted_gebv
h2_0.40_budget_200_parents_20,random_sampling,1,1,1000,200,0.2,1,200,200,0.49513462730429747,20,-0.13314627914244168,0.9430240904123077,1.3337802602427917,1.4669265393852333,1.3436534422616884,0.6588659105451126,1.47679972140413,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,random_sampling,1,2,1000,200,0.2,1,200,200,0.6149949359428052,20,1.3436534422616884,0.6588659105451126,2.496279790025649,1.1526263477639604,2.508937629624058,0.12749572655763108,1.1652841873623698,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,random_sampling,1,3,1000,200,0.2,1,200,200,0.14678988857179162,20,2.508937629624058,0.12749572655763108,3.0149132589041767,0.5059756292801185,3.0053498805556216,0.23881095241016792,0.4964122509315634,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,random_sampling,1,4,1000,200,0.2,1,200,200,0.6321996116340666,20,3.0053498805556216,0.23881095241016792,3.4483889408835124,0.44303906032789087,3.4274934223492286,0.09427790284041276,0.422143541793607,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,random_sampling,1,5,1000,200,0.2,1,200,200,0.035157155664733826,20,3.4274934223492286,0.09427790284041276,3.4804579726738,0.05296455032457148,3.474121628643907,0.057738486935986155,0.04662820629467834,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,random_sampling,1,6,1000,200,0.2,1,200,200,0.3177676136225097,20,3.474121628643907,0.057738486935986155,3.7953023702973727,0.3211807416534658,3.8140485893136034,0.04732486288193274,0.3399269606696964,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,random_sampling,1,7,1000,200,0.2,1,200,200,0.3349339029683087,20,3.8140485893136034,0.04732486288193274,3.9257182455783166,0.11166965626471326,3.9280508238370175,0.04160915755156693,0.11400223452341418,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,random_sampling,1,8,1000,200,0.2,1,200,200,0.509076885467424,20,3.9280508238370175,0.04160915755156693,4.0583153472553075,0.13026452341828998,4.063072314143449,0.011250462362840233,0.1350214903064315,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,fixed_sampling,1,1,1000,200,0.2,1,200,200,0.5215729993583088,20,-0.13314627914244168,0.9430240904123077,1.212405432031473,1.3455517111739146,1.1486386587844841,0.621925283200664,1.2817849379269257,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,fixed_sampling,1,2,1000,200,0.2,1,200,200,0.4868810423497413,20,1.1486386587844841,0.621925283200664,1.912688781953075,0.7640501231685908,1.9082587140308616,0.5028362704933341,0.7596200552463774,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,fixed_sampling,1,3,1000,200,0.2,1,200,200,0.5723457044181884,20,1.9082587140308616,0.5028362704933341,2.726101730636459,0.8178430166055977,2.773852078844871,0.4046865662720818,0.8655933648140093,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,fixed_sampling,1,4,1000,200,0.2,1,200,200,0.5654294088056775,20,2.773852078844871,0.4046865662720818,3.5969539216716164,0.8231018428267456,3.5524003067905903,0.30378579326615673,0.7785482279457194,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,fixed_sampling,1,5,1000,200,0.2,1,200,200,0.544130959716279,20,3.5524003067905903,0.30378579326615673,4.0873463611585,0.5349460543679094,4.071470748302414,0.202205901194509,0.5190704415118241,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,fixed_sampling,1,6,1000,200,0.2,1,200,200,0.5173488355149783,20,4.071470748302414,0.202205901194509,4.463369105754834,0.39189835745241997,4.455516578363047,0.09886215352358,0.3840458300606322,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,fixed_sampling,1,7,1000,200,0.2,1,200,200,0.17871771210238968,20,4.455516578363047,0.09886215352358,4.438874882344368,-0.016641696018679042,4.445969337267367,0.12413072473671104,-0.009547241095679837,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,fixed_sampling,1,8,1000,200,0.2,1,200,200,0.5963644220977306,20,4.445969337267367,0.12413072473671104,4.8860972856150955,0.4401279483477287,4.892099523622119,0.03149415672896715,0.4461301863547522,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,diversity_sampling,1,1,1000,200,0.2,1,200,200,0.4859737906312298,20,-0.13314627914244168,0.9430240904123077,1.0316095967914696,1.1647558759339112,0.965689565560394,0.6622701957773421,1.0988358447028357,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,diversity_sampling,1,2,1000,200,0.2,1,200,200,0.609226615581004,20,0.965689565560394,0.6622701957773421,2.553357272572206,1.587667707011812,2.490846043932639,0.5792666702268444,1.5251564783722453,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,diversity_sampling,1,3,1000,200,0.2,1,200,200,0.6870884378837252,20,2.490846043932639,0.5792666702268444,3.701116219779135,1.210270175846496,3.6840148732664346,0.3116542492141497,1.1931688293337954,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,diversity_sampling,1,4,1000,200,0.2,1,200,200,0.3419610115354857,20,3.6840148732664346,0.3116542492141497,3.9838194907633264,0.2998046174968918,3.9985475605912875,0.2945780668243274,0.31453268732485284,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,diversity_sampling,1,5,1000,200,0.2,1,200,200,0.6171632115407544,20,3.9985475605912875,0.2945780668243274,4.928588286190207,0.9300407255989196,4.94054963282472,0.164701476870734,0.9420020722334321,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,diversity_sampling,1,6,1000,200,0.2,1,200,200,0.6438742371583235,20,4.94054963282472,0.164701476870734,5.579311004668698,0.6387613718439784,5.591893405323964,0.07456702962910496,0.6513437724992448,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,diversity_sampling,1,7,1000,200,0.2,1,200,200,0.4875130524279445,20,5.591893405323964,0.07456702962910496,5.79870723015172,0.2068138248277558,5.810054346840689,0.02428406049085713,0.21816094151672427,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,diversity_sampling,1,8,1000,200,0.2,1,200,200,0.22140523301356863,20,5.810054346840689,0.02428406049085713,5.837399948530078,0.027345601689389376,5.83324269841982,0.004473293019458744,0.02318835157913135,,,31001,0.4,200,20,8,,,,,,,
h2_0.40_budget_200_parents_20,active_learning_pev,1,1,1000,200,0.2,1,200,200,0.49866811218106466,20,-0.13314627914244165,0.9430240904123077,1.3886386359865437,1.5217849151289853,1.239487917234817,0.994289531531254,1.3726341963772586,0.579809902003035,0.7175341230176855,31001,0.4,200,20,8,50.0,150.0,True,0.36986618871153815,0.49866811218106466,,
h2_0.40_budget_200_parents_20,active_learning_pev,1,2,1000,200,0.2,1,200,200,0.6545116841232046,20,1.239487917234817,0.994289531531254,1.2943405893341775,0.05485267209936051,2.54580592669701,0.4695752008955136,1.306318009462193,0.4513199669891037,0.5453924849862233,31001,0.4,200,20,8,50.0,150.0,True,0.4107845127703511,0.6545116841232046,,
h2_0.40_budget_200_parents_20,active_learning_pev,1,3,1000,200,0.2,1,200,200,0.4831003394179506,20,2.54580592669701,0.4695752008955136,0.7206608916375925,-1.8251450350594174,3.2831516032069183,0.38131680198612594,0.7373456765099085,0.30218109098495916,0.43671695500961505,31001,0.4,200,20,8,50.0,150.0,True,0.09258717503408684,0.4831003394179506,,
h2_0.40_budget_200_parents_20,active_learning_pev,1,4,1000,200,0.2,1,200,200,0.6048596149749648,20,3.2831516032069183,0.38131680198612594,0.7067187638096982,-2.5764328393972202,3.98125415560133,0.15334112716940937,0.6981025523944115,0.3936511479842011,0.48868692401447333,31001,0.4,200,20,8,50.0,150.0,True,0.41367253021337147,0.6048596149749648,,
h2_0.40_budget_200_parents_20,active_learning_pev,1,5,1000,200,0.2,1,200,200,0.4760160863871036,20,3.98125415560133,0.15334112716940937,0.5277153179669184,-3.4535388376344116,4.509085856950993,0.08311511688225423,0.5278317013496627,0.2519407079962548,0.37646825797855854,31001,0.4,200,20,8,50.0,150.0,True,0.08027267114582864,0.4760160863871036,,
