scenario,strategy,replicate,seed,number_of_generations,total_number_phenotyped,initial_mean_genetic_value,final_mean_genetic_value,total_realized_genetic_gain,mean_gain_per_generation,gain_standard_deviation,gain_per_100_phenotypes,area_under_genetic_gain_curve,mean_prediction_accuracy,final_prediction_accuracy,minimum_prediction_accuracy,maximum_prediction_accuracy,prediction_accuracy_variability,initial_genetic_variance,final_genetic_variance,variance_retention,rate_of_variance_loss,cumulative_phenotyping_cost,mean_selection_seconds,mean_cycle_seconds,mean_initial_model_accuracy,mean_final_model_accuracy,total_cycle_seconds
h2_0.70_budget_100_pop_1000_parents_20_gen_5_loss_strong,oracle_switching,3,770003,5,500,-0.13314627914244165,5.9264131670316065,6.059559446174048,1.2119118892348097,0.5576196529882398,1.2119118892348095,18.505669054329157,0.5465028048393151,0.5684646663901984,0.4378863140697559,0.6548243349347588,0.0827124360964651,0.9430240904123077,0.18931866288952573,0.20075697409464066,-0.14057908538010908,500.0,0.22097789867742298,0.2956331526705374,0.5049012319765797,0.5731596610221757,0.8868994580116123
h2_0.70_budget_100_pop_1000_parents_20_gen_5_loss_weak,oracle_switching,1,768001,5,500,-0.13314627914244165,5.091569092374875,5.224715371517316,1.0449430743034633,0.614878312108508,1.0449430743034633,16.867190447327417,0.512436463782395,0.5523345851046562,0.4545555276330121,0.5523345851046562,0.036465671893766344,0.9430240904123077,0.04428996974983902,0.04696589429701061,-0.17243006112468287,500.0,0.2792525190016022,0.34972086900961585,0.3969027807824831,0.48337948712263873,0.6994417380192317
h2_0.70_budget_100_pop_1000_parents_20_gen_5_loss_weak,oracle_switching,2,768002,5,500,-0.13314627914244165,5.205828644299852,5.338974923442294,1.0677949846884587,0.5360465368767695,1.0677949846884587,16.35073617359874,0.5143498200341204,0.5483199870414459,0.4658123336963574,0.5524588332625905,0.04264894257323311,0.9430240904123077,0.21010970975848345,0.22280418060859883,-0.12323776776532284,500.0,0.28696102199319284,0.37698043599084485,0.37874365717628505,0.4682407684846762,0.7539608719816897
h2_0.70_budget_100_pop_1000_parents_20_gen_5_loss_weak,oracle_switching,3,768003,5,500,-0.13314627914244165,5.655507362632679,5.78865364177512,1.1577307283550242,0.585413427707376,1.157730728355024,18.039958597354506,0.5203914403904873,0.4581512316339085,0.4581512316339085,0.6272555917527484,0.06837298989170348,0.9430240904123077,0.12486553877600438,0.13240970198482505,-0.14497531620408724,500.0,0.2639993656678901,0.34379620500840247,0.4372037127311866,0.5055167928552599,1.0313886150252074
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_standard,oracle_switching,1,772001,8,800,-0.13314627914244165,7.203120396076364,7.3362666752188055,0.9170333344023505,0.6588156168560597,0.9170333344023507,40.27506785813572,0.5012182249058478,0.30433490467654023,0.30433490467654023,0.6996844481532475,0.15606443554034177,0.9430240904123077,0.03218334611863436,0.03412780908339595,-0.11778434311800733,800.0,0.2244783502392238,0.3055221207469003,0.5106726740988521,0.5334801925451008,1.2220884829876013
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_standard,oracle_switching,2,772002,8,800,-0.13314627914244165,5.395520849697136,5.528667128839578,0.6910833911049473,0.6336006592479135,0.6910833911049472,32.195448415965274,0.5026473995303657,0.46837322419650157,0.4007529487412921,0.6175205782438031,0.07560315165835256,0.9430240904123077,0.0011041254755905705,0.001170834856517638,-0.10422232894641646,800.0,0.2618544979971678,0.34773625400460634,0.48143403701411097,0.532543081573241,1.043208762013819
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_standard,oracle_switching,3,772003,8,800,-0.13314627914244165,6.951366180302798,7.084512459445239,0.8855640574306549,0.5852098557658371,0.885564057430655,37.69364381763011,0.5137472071655678,0.5451377737978562,0.4497277709635825,0.6164590757942988,0.05957111495666258,0.9430240904123077,0.027846151658878476,0.029528568720554763,-0.10060491128482249,800.0,0.19926399000687525,0.2806344474025536,0.4882152737258031,0.5293908665323503,1.4031722370127682
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_strong,oracle_switching,1,773001,8,800,-0.13314627914244165,6.5949200887954,6.728066367937841,0.8410082959922303,0.5325869994411532,0.84100829599223,35.71624547957594,0.5627953950432139,0.5222716955758014,0.4682611204461637,0.731512354207962,0.07898774094797151,0.9430240904123077,0.010699326691736748,0.011345761789668387,-0.11081111998102104,800.0,0.29240462301337783,0.37819854766712524,0.4460959163786433,0.5692600187679796,1.1345956430013757
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_strong,oracle_switching,2,773002,8,800,-0.13314627914244165,7.5313526758413785,7.66449895498382,0.9580623693729775,0.5188185445113768,0.9580623693729775,38.25184708069253,0.5270341907540725,0.5120488852426315,0.41732864819945426,0.7012327071128013,0.0940300332646633,0.9430240904123077,0.07658314524808031,0.08121016846409165,-0.09798953451817433,800.0,0.27036992299254053,0.34816700500668957,0.4515313303004504,0.553886458469786,1.740835025033448
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_strong,oracle_switching,3,773003,8,800,-0.13314627914244165,6.58764024019133,6.720786519333772,0.8400983149167214,0.605779554325486,0.8400983149167214,36.47656801518126,0.5139228700960209,0.5211886200957084,0.45752792217258664,0.5904705612248441,0.048099503940488175,0.9430240904123077,0.015250622237074374,0.016172038861071426,-0.09906927203709659,800.0,0.2744073378222917,0.3544334790009695,0.40787784423289625,0.5118616065472686,2.126600874005817
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_weak,oracle_switching,1,771001,8,800,-0.13314627914244165,7.101974548226814,7.235120827369256,0.9043901034211569,0.567262855767873,0.9043901034211569,38.33420145623009,0.5130647247203629,0.4655029572004242,0.3825660412706994,0.6609752528049859,0.09215578032011543,0.9430240904123077,0.013583627778370223,0.014404327436037406,-0.10487185363417335,800.0,0.22913799066736829,0.31229542567355867,0.44365555450243893,0.48801730060798404,1.8737725540413521
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_weak,oracle_switching,2,771002,8,800,-0.13314627914244165,7.184316941042139,7.317463220184581,0.9146829025230726,0.5366402541624137,0.9146829025230726,37.99755443419483,0.5257969738230963,0.4778521837267603,0.45969864359417445,0.625032892109843,0.05868750082937785,0.9430240904123077,0.04990686580899683,0.052922153650578126,-0.09917169483030305,800.0,0.26009735849220306,0.33154517675575335,0.43953787540498257,0.49951450410875037,1.3261807070230134
h2_0.70_budget_100_pop_1000_parents_20_gen_8_loss_weak,oracle_switching,3,771003,8,800,-0.13314627914244165,5.649136037131507,5.782282316273949,0.7227852895342436,0.62089029639538,0.7227852895342436,32.84559733913901,0.42616644317648783,0.3391570588312354,0.3333226597478587,0.5334609289951628,0.08026920574249924,0.9430240904123077,0.0008393161758107708,0.0008900262298111664,-0.0981032997701744,800.0,0.2961998502025381,0.3762343577982392,0.33899596732924325,0.45338014124187226,1.881171788991196
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_standard,oracle_switching,1,784001,12,1200,-0.13314627914244168,7.592489084118826,7.725635363261268,0.643802946938439,0.529800834449137,0.643802946938439,65.74427846632706,0.4652252061273378,0.07209387067466191,0.07209387067466191,0.6715184500993824,0.1801676188921635,0.9430240904123077,0.00019534713136536153,0.00020714967236940056,-0.07329217126076773,1200.0,0.23151907201099675,0.30828368550282903,0.3042981233899724,0.3527202887597477,0.6165673710056581
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_standard,oracle_switching,2,784002,12,1200,-0.13314627914244165,6.992048202060636,7.125194481203078,0.5937662067669232,0.5078557505516871,0.5937662067669232,61.8078124847031,0.4182751543631927,0.21786041018917188,0.20319945154330193,0.6505023957024508,0.16763239705767444,0.9430240904123077,3.7056934963965345e-05,3.9295851867117586e-05,-0.0781198545681994,1200.0,0.21436352250748314,0.29841866574133746,0.17574605675291957,0.3312068825368312,1.1936746629653499
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_standard,oracle_switching,3,784003,12,1200,-0.13314627914244168,6.15872724044495,6.291873519587392,0.524322793298949,0.4319922412867911,0.5243227932989494,53.69951763693806,0.4237841664310895,0.24821909512352688,0.24821909512352688,0.5586679208022477,0.10190586423758514,0.9430240904123077,0.0004428535875757136,0.0004696100471644258,-0.06932728663675494,1200.0,0.211069739145127,0.2931389188535312,0.3550239550672196,0.4123447783324164,2.0519724319747183
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_strong,oracle_switching,1,785001,12,1200,-0.13314627914244168,5.544484564985878,5.67763084412832,0.47313590367735997,0.5293812545838482,0.47313590367735997,52.626946164840305,0.4738024258928167,0.5946154819996082,0.3292954328340436,0.6535797918839271,0.10477347489220393,0.9430240904123077,0.00020819537048002025,0.0002207741802110202,-0.06704569548236561,1200.0,0.1715070894046221,0.25571744199842217,0.2753349532465486,0.39520763848124324,1.2785872099921107
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_strong,oracle_switching,2,785002,12,1200,-0.13314627914244165,6.446311946953572,6.579458226096014,0.5482881855080013,0.49795206211667276,0.5482881855080012,57.731948837289735,0.43188025207583663,0.0,0.0,0.6557586193144136,0.21966024502380813,0.9430240904123077,0.0,0.0,-0.07109959192819269,1200.0,0.1708693622640567,0.2559239500114927,0.4368079270403714,0.4881106886936355,1.0236958000459708
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_strong,oracle_switching,3,785003,12,1200,-0.13314627914244165,5.535620447019847,5.668766726162288,0.47239722718019084,0.5045175750730162,0.4723972271801907,52.44775396252144,0.35066339102146843,0.0,0.0,0.5986265248601385,0.23652837882914643,0.9430240904123077,0.0,0.0,-0.06938862303765592,1200.0,0.27303396619972775,0.3500399061944336,0.28834578850365505,0.40503935048284906,1.7501995309721678
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_weak,oracle_switching,1,783001,12,1200,-0.13314627914244168,7.176647100130597,7.309793379273039,0.6091494482727532,0.48729728448301185,0.6091494482727533,62.12956279546217,0.42872113927772254,0.42641789423056353,0.21531615388236136,0.6410896286061063,0.12557047044299302,0.9430240904123077,0.0006089657236346491,0.0006457583955977179,-0.08398988323923491,1200.0,0.19734529159613884,0.3171555872017052,0.2877385799383637,0.40761111177189624,1.585777936008526
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_weak,oracle_switching,2,783002,12,1200,-0.13314627914244165,6.473788498933164,6.606934778075606,0.5505778981729672,0.38316888403919697,0.5505778981729672,53.999553440970246,0.4417523123863569,0.3873994616017932,0.260686721520811,0.6613453058868263,0.10675669924455651,0.9430240904123077,0.00981275846394447,0.010405628619364483,-0.0742792754909759,1200.0,0.2620143110010152,0.3477643636627666,0.39066759626374004,0.4521785219723324,2.0865861819765996
h2_0.70_budget_100_pop_1000_parents_40_gen_12_loss_weak,oracle_switching,3,783003,12,1200,-0.13314627914244165,7.530831165767531,7.663977444909973,0.6386647870758312,0.5004347153941784,0.6386647870758311,63.94737286121821,0.4578652459892274,0.4002894264969202,0.24731025506242443,0.6018261146895033,0.10714680941747193,0.9430240904123077,0.04058037255711199,0.043032169559284,-0.08050768359438575,1200.0,0.30028664019191637,0.3869795600126963,0.36157034509501845,0.4888657459439313,1.9348978000634816
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_standard,oracle_switching,1,778001,5,500,-0.13314627914244165,5.061384224986696,5.194530504129138,1.0389061008258276,0.31197368392128644,1.0389061008258276,14.597531818159313,0.4520887685338578,0.3724502427189313,0.3724502427189313,0.5471667319275392,0.07466495268535484,0.9430240904123077,0.3009771539395748,0.31916168102130027,-0.10655405572862355,500.0,0.2640305753351034,0.34232684766175225,0.37369134728776254,0.4108216474066427,1.0269805429852568
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_standard,oracle_switching,2,778002,5,500,-0.13314627914244165,4.248638255501363,4.3817845346438045,0.8763569069287609,0.49710921905371674,0.8763569069287609,13.695655691789344,0.43610633932236753,0.366446469010716,0.3033457841616755,0.5457906444490248,0.10086509838223631,0.9430240904123077,0.12670782721760449,0.13436329835667873,-0.15373416398821452,500.0,0.25098761132297415,0.32248464233513613,0.33785138908219725,0.43363263050325135,0.9674539270054083
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_standard,oracle_switching,3,778003,5,500,-0.13314627914244165,4.077906682710436,4.211052961852878,0.8422105923705756,0.39012516341385656,0.8422105923705755,12.92754671634549,0.5351611576642414,0.5683436814341263,0.43872370723038523,0.6238865828267715,0.07895965201854879,0.9430240904123077,0.1013873620071553,0.10751301375856354,-0.17813851877160994,500.0,0.2930110110028181,0.4023680396688481,0.41076683621629195,0.4945251746867698,1.2071041190065444
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_strong,oracle_switching,1,779001,5,500,-0.13314627914244165,4.9943260439621,5.127472323104541,1.0254944646209083,0.43146168520908706,1.0254944646209083,15.00713867898518,0.48093099029198694,0.5166625762056969,0.3637356692903942,0.5464708581529331,0.06983978450737581,0.9430240904123077,0.19977423880304465,0.21184425809917498,-0.13168236868842828,500.0,0.2881422264908906,0.3611225887434557,0.38433816244799185,0.4719980938135594,1.4444903549738228
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_strong,oracle_switching,2,779002,5,500,-0.13314627914244165,4.500272515597027,4.633418794739469,0.9266837589478936,0.2924947454216415,0.9266837589478938,13.29150108379587,0.5044937929943099,0.5740356065360774,0.4356722707614049,0.5740356065360774,0.06349641085214378,0.9430240904123077,0.0618960494792459,0.06563570338079465,-0.16593776409593652,500.0,0.2950773102493258,0.37173972950404277,0.4935974376083013,0.4887406162459722,1.486958918016171
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_strong,oracle_switching,3,779003,5,500,-0.13314627914244168,2.786860495464596,2.9200067746070375,0.5840013549214074,0.6983864924410411,0.5840013549214075,11.274427497733464,0.37279170709553694,0.3300282966704357,0.2487356354901693,0.5236753089232777,0.12028347044808879,0.9430240904123077,0.004251409548989718,0.0045082724738568685,-0.20036645625819535,500.0,0.21520461867718646,0.297872045339318,0.32478691508365515,0.38007561824289465,0.893616136017954
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_weak,oracle_switching,1,777001,5,500,-0.13314627914244165,5.674892971183066,5.808039250325508,1.1616078500651015,0.23924102666511832,1.1616078500651015,15.821962617824722,0.5403333300079082,0.5190561676531501,0.5190561676531501,0.5570641926922753,0.016037481122182236,0.9430240904123077,0.2689843031099159,0.28523587662782923,-0.11743313518803121,500.0,0.2598468742435216,0.3391546137572732,0.45555102878835707,0.5361506143368163,1.3566184550290927
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_weak,oracle_switching,2,777002,5,500,-0.13314627914244165,4.494819053187084,4.627965332329525,0.9255930664659051,0.35533022185752755,0.9255930664659051,13.700828759163489,0.504540917908791,0.4067814156814093,0.4067814156814093,0.6382118992641929,0.1051722027000183,0.9430240904123077,0.16570706173905045,0.17571880021283467,-0.16515079039723243,500.0,0.26236082351533696,0.3516345424868632,0.3716203051543817,0.43945307412139345,0.7032690849737264
h2_0.70_budget_100_pop_1000_parents_40_gen_5_loss_weak,oracle_switching,3,777003,5,500,-0.13314627914244165,5.636478731017945,5.769625010160387,1.1539250020320773,0.26607914831113044,1.1539250020320773,15.972795938689622,0.5565761013554239,0.5365712724591626,0.4805941146569707,0.6792749518778121,0.08195019480404185,0.9430240904123077,0.2340908046461808,0.24823417240998788,-0.1389350786321366,500.0,0.26333395499386825,0.3446585943359726,0.4748351371289184,0.5654801129979817,1.033975783007918
