strategy,replicate,run_seed,step,generation_before,number_phenotyped_before,action,action_name,reward,event
linear_q_learning,11,30011,2,1,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,11,30011,3,1,50,2,Highest-PEV batch,2.09024072051258,generation_finalized
linear_q_learning,11,30011,4,2,0,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,11,30011,5,2,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,11,30011,6,2,50,2,Highest-PEV batch,2.0525091605728036,generation_finalized
linear_q_learning,11,30011,7,3,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,11,30011,8,3,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,11,30011,9,3,50,2,Highest-PEV batch,1.8019728218116104,generation_finalized
linear_q_learning,11,30011,10,4,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,11,30011,11,4,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,11,30011,12,4,50,2,Highest-PEV batch,2.021755046627319,generation_finalized
linear_q_learning,11,30011,13,5,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,11,30011,14,5,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,11,30011,15,5,50,2,Highest-PEV batch,2.0102109521727805,generation_finalized
linear_q_learning,11,30011,16,6,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,11,30011,17,6,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,11,30011,18,6,50,2,Highest-PEV batch,1.664907791436261,generation_finalized
linear_q_learning,11,30011,19,7,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,11,30011,20,7,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,11,30011,21,7,50,2,Highest-PEV batch,1.973595918478721,generation_finalized
linear_q_learning,11,30011,22,8,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,11,30011,23,8,25,0,Random batch,0.0,phenotype_batch
linear_q_learning,11,30011,24,8,50,2,Highest-PEV batch,1.9029256949377604,generation_finalized
linear_q_learning,12,30012,1,1,0,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,2,1,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,3,1,50,2,Highest-PEV batch,2.0999973511962096,generation_finalized
linear_q_learning,12,30012,4,2,0,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,5,2,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,6,2,50,2,Highest-PEV batch,2.0503943436141068,generation_finalized
linear_q_learning,12,30012,7,3,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,12,30012,8,3,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,9,3,50,2,Highest-PEV batch,2.0422339453686176,generation_finalized
linear_q_learning,12,30012,10,4,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,12,30012,11,4,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,12,4,50,2,Highest-PEV batch,2.004109263512026,generation_finalized
linear_q_learning,12,30012,13,5,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,12,30012,14,5,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,15,5,50,2,Highest-PEV batch,1.0171408414398273,generation_finalized
linear_q_learning,12,30012,16,6,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,12,30012,17,6,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,18,6,50,2,Highest-PEV batch,1.94893369329851,generation_finalized
linear_q_learning,12,30012,19,7,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,12,30012,20,7,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,12,30012,21,7,50,2,Highest-PEV batch,0.8619247325538082,generation_finalized
linear_q_learning,12,30012,22,8,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,12,30012,23,8,25,0,Random batch,0.0,phenotype_batch
linear_q_learning,12,30012,24,8,50,2,Highest-PEV batch,1.8686144027911071,generation_finalized
linear_q_learning,13,30013,1,1,0,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,2,1,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,3,1,50,2,Highest-PEV batch,2.0999802827696055,generation_finalized
linear_q_learning,13,30013,4,2,0,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,5,2,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,6,2,50,2,Highest-PEV batch,2.0415654463706003,generation_finalized
linear_q_learning,13,30013,7,3,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,13,30013,8,3,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,9,3,50,2,Highest-PEV batch,-1.9198475182319015,generation_finalized
linear_q_learning,13,30013,10,4,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,13,30013,11,4,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,12,4,50,2,Highest-PEV batch,1.7887485755562378,generation_finalized
linear_q_learning,13,30013,13,5,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,13,30013,14,5,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,15,5,50,2,Highest-PEV batch,1.7412500136900095,generation_finalized
linear_q_learning,13,30013,16,6,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,13,30013,17,6,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,18,6,50,2,Highest-PEV batch,1.6926517623922823,generation_finalized
linear_q_learning,13,30013,19,7,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,13,30013,20,7,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,13,30013,21,7,50,2,Highest-PEV batch,1.5029446798764887,generation_finalized
linear_q_learning,13,30013,22,8,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,13,30013,23,8,25,0,Random batch,0.0,phenotype_batch
linear_q_learning,13,30013,24,8,50,2,Highest-PEV batch,1.5705631125766082,generation_finalized
linear_q_learning,14,30014,1,1,0,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,14,30014,2,1,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,14,30014,3,1,50,2,Highest-PEV batch,2.077670211621982,generation_finalized
linear_q_learning,14,30014,4,2,0,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,14,30014,5,2,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,14,30014,6,2,50,2,Highest-PEV batch,2.0498431112386375,generation_finalized
linear_q_learning,14,30014,7,3,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,14,30014,8,3,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,14,30014,9,3,50,2,Highest-PEV batch,2.070869990553822,generation_finalized
linear_q_learning,14,30014,10,4,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,14,30014,11,4,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,14,30014,12,4,50,2,Highest-PEV batch,2.033939322601788,generation_finalized
linear_q_learning,14,30014,13,5,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,14,30014,14,5,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,14,30014,15,5,50,2,Highest-PEV batch,1.9862258290925439,generation_finalized
linear_q_learning,14,30014,16,6,0,0,Random batch,0.0,phenotype_batch
linear_q_learning,14,30014,17,6,25,1,Diversity batch,0.0,phenotype_batch
linear_q_learning,14,30014,18,6,50,2,Highest-PEV batch,1.9452662054648608,generation_finalized
linear_q_learning,14,30014,19,7,0,0,Random batch,0.0,phenotype_batch
